2018 09 02				
'UIV-2026'				
2018 09 02				
'days'				
4				
'Oil Rate SC'	'Water Rate SC'	'Gas Rate SC'	'Well Bottom-hole Pressure'	
613	0	0	0	61663.7189
614	0	0	0	63841.53299
615	0	0	0	63959.1194
616	0	0	0	63921.75971
617	0	0	0	63742.61344
618	0	0	0	61933.5748
619	0	0	0	62737.57051
620	0	0	0	62772.63097
621	0	0	0	63252.94865
622	0	0	0	62616.52564
623	0	0	0	63208.38806
624	0	0	0	63350.31986
625	0	0	0	62021.28895
626	0	0	0	62949.84761
627	0	0	0	62812.57639
628	0	0	0	63573.39901
629	0	0	0	61702.42062
630	0	0	0	62958.33482
631	0	0	0	62814.25432
632	0	0	0	61904.21732
633	0	0	0	63906.86619
634	0	0	0	63054.09805
635	0	0	0	62551.65114
636	0	0	0	62367.83787
637	0	0	0	61729.88716
638	0	0	0	62168.86019
639	0	0	0	61590.47114
640	0	0	0	63387.10616
641	0	0	0	62270.44323
642	0	0	0	63260.17013
643	0	0	0	62333.52158
644	0	0	0	62811.46228
645	0	0	0	63079.02817
646	0	0	0	61497.35969
647	0	0	0	61875.16839
648	0	0	0	62597.40075
649	0	0	0	62260.85362
650	0	0	0	61928.90354
651	0	0	0	63283.19014
652	0	0	0	62871.77062
653	0	0	0	62802.71553
654	0	0	0	61798.66849
655	0	0	0	62485.14913
656	0	0	0	63956.79778
657	0	0	0	63048.29741
658	0	0	0	61872.83932
659	0	0	0	63518.88668
660	0	0	0	63578.83075
661	0	0	0	61622.72003
662	0	0	0	62014.7633
663	0	0	0	63272.67069
664	0	0	0	62822.97085
665	0	0	0	63714.01289
666	0	0	0	62722.44974
667	0	0	0	63492.45473
668	0	0	0	63037.85572
669	0	0	0	61822.97091
670	0	0	0	62986.55718
671	0	0	0	63723.87339
672	0	0	0	62236.44574
673	0	0	0	63181.53679
674	0	0	0	63640.72504
675	0	0	0	62863.66825
676	0	0	0	63298.738
677	0	0	0	61693.10934
678	0	0	0	61544.89086
679	0	0	0	63125.71117
680	0	0	0	62386.5509
681	0	0	0	61715.75978
682	0	0	0	63842.20007
683	0	0	0	63959.09915
684	0	0	0	62486.90586
685	0	0	0	61574.95876
686	0	0	0	62475.3401
687	0	0	0	62300.17488
688	0	0	0	62933.75543
689	0	0	0	61481.92647
690	0	0	0	63426.3184
691	0	0	0	61747.80523
692	0	0	0	62299.92847
693	0	0	0	63950.41594
694	0	0	0	63202.37935
695	0	0	0	61889.50093
696	0	0	0	63136.91369
697	0	0	0	63654.66492
698	0	0	0	62014.96388
699	0	0	0	62978.81769
700	0	0	0	63274.55309
701	0	0	0	62554.83652
702	0	0	0	63872.14724
703	0	0	0	62209.17447
704	0	0	0	62294.68809
705	0	0	0	62077.6453
706	0	0	0	62721.33276
707	0	0	0	61732.44232
708	0	0	0	62875.74063
709	0	0	0	63160.75704
710	0	0	0	62698.58363
711	0	0	0	62160.23199
712	0	0	0	63008.1723
713	0	0	0	63577.82773
714	0	0	0	63889.25655
715	0	0	0	61693.83112
716	0	0	0	63933.80934
717	0	0	0	63284.219
718	0	0	0	61656.07981
719	0	0	0	62218.00392
720	0	0	0	62214.70881
721	0	0	0	62183.31554
722	0	0	0	63688.72663
723	0	0	0	62365.21089
724	0	0	0	63326.37917
725	0	0	0	63561.17461
726	0	0	0	62452.47378
727	0	0	0	61463.04902
728	0	0	0	62604.35556
729	0	0	0	62573.04006
730	0	0	0	62517.15229
731	0	0	0	61898.18621
732	0	0	0	63551.19979
733	0	0	0	63132.35248
734	0	0	0	62814.94301
735	0	0	0	63705.45074
736	0	0	0	61771.69613
737	0	0	0	62448.07237
738	0	0	0	63204.83227
739	0	0	0	61493.32176
740	0	0	0	62035.34451
741	0	0	0	61612.89995
742	0	0	0	63124.13085
743	0	0	0	62600.01768
744	0	0	0	61750.84539
745	0	0	0	61556.61527
746	0	0	0	61499.73022
747	0	0	0	63842.36653
748	0	0	0	63334.94518
749	0	0	0	62629.77563
750	0	0	0	63327.28131
751	0	0	0	63449.3856
752	0	0	0	63811.64748
753	0	0	0	62252.3326
754	0	0	0	61952.76136
755	0	0	0	63103.33584
756	0	0	0	61545.93498
757	0	0	0	63875.48173
758	0	0	0	62673.76424
759	0	0	0	63929.21688
760	0	0	0	63570.23839
761	0	0	0	61586.87489
762	0	0	0	61503.11585
763	0	0	0	61529.90817
764	0	0	0	63165.38956
765	0	0	0	63781.59095
766	0	0	0	62272.80308
767	0	0	0	61466.5795
768	0	0	0	61464.27777
769	0	0	0	62529.56301
770	0	0	0	63482.1571
771	0	0	0	62582.83909
772	0	0	0	62603.27728
773	0	0	0	62233.88584
774	0	0	0	62947.08494
775	0	0	0	62187.02603
776	0	0	0	63507.55019
777	0	0	0	61669.4161
778	0	0	0	61826.35399
779	0	0	0	63099.87312
780	0	0	0	63162.87622
781	0	0	0	62855.72667
782	0	0	0	63400.73067
783	0	0	0	63834.34547
784	0	0	0	62288.96302
785	0	0	0	63571.21188
786	0	0	0	63233.66886
787	0	0	0	62086.07564
788	0	0	0	63213.59886
789	0	0	0	61807.16695
790	0	0	0	63717.33598
791	0	0	0	62835.8562
792	0	0	0	63440.87953
793	0	0	0	61578.78388
794	0	0	0	61969.52521
795	0	0	0	63545.5216
796	0	0	0	62747.26013
797	0	0	0	63238.98023
798	0	0	0	61645.98068
799	0	0	0	62935.73007
800	0	0	0	62247.55588
801	0	0	0	62832.14213
802	0	0	0	62650.00819
803	0	0	0	63321.09754
804	0	0	0	62720.81255
805	0	0	0	63701.50229
806	0	0	0	61744.24517
807	0	0	0	62817.95157
808	0	0	0	63215.04704
809	0	0	0	62172.56916
810	0	0	0	63201.33507
811	0	0	0	62588.1888
812	0	0	0	62205.47701
813	0	0	0	63208.13515
814	0	0	0	62256.91043
815	0	0	0	62858.87335
816	0	0	0	62324.04369
817	0	0	0	62769.60165
818	0	0	0	63218.067
819	0	0	0	62846.76154
820	0	0	0	63374.1581
821	0	0	0	62815.13218
822	0	0	0	62376.91644
823	0	0	0	63411.50216
824	0	0	0	62209.47864
825	0	0	0	63196.06344
826	0	0	0	62601.36498
827	0	0	0	62482.39356
828	0	0	0	61751.11373
829	0	0	0	63768.84394
830	0	0	0	62294.81189
831	0	0	0	62150.57446
832	0	0	0	62566.58181
833	0	0	0	63630.94892
834	0	0	0	63019.25509
835	0	0	0	62420.1126
836	0	0	0	61861.8557
837	0	0	0	63203.81784
838	0	0	0	63560.95227
839	0	0	0	63018.77259
840	0	0	0	63414.48696
841	0	0	0	63595.92325
842	0	0	0	62153.89265
843	0	0	0	63312.19454
844	0	0	0	63092.09134
845	0	0	0	63952.19918
846	0	0	0	62235.94251
847	0	0	0	61655.48503
848	0	0	0	63655.37701
849	0	0	0	63767.68044
850	0	0	0	63315.06929
851	0	0	0	61784.76819
852	0	0	0	63422.01058
853	0	0	0	63342.77193
854	0	0	0	62423.54866
855	0	0	0	62496.49922
856	0	0	0	62456.37874
857	0	0	0	61833.66239
858	0	0	0	62789.39467
859	0	0	0	63304.53812
860	0	0	0	63472.72931
861	0	0	0	63637.17024
862	0	0	0	62522.19054
863	0	0	0	62321.07197
864	0	0	0	63453.34134
865	0	0	0	62457.17864
866	0	0	0	62588.85302
867	0	0	0	61492.47666
868	0	0	0	63341.5488
869	0	0	0	63965.63703
870	0	0	0	61859.09168
871	0	0	0	62961.42665
872	0	0	0	61708.111
873	0	0	0	63725.30438
874	0	0	0	63444.56726
875	0	0	0	61651.74855
876	0	0	0	62258.84143
877	0	0	0	63863.70107
878	0	0	0	62620.64285
879	0	0	0	63002.88385
880	0	0	0	63591.14261
881	0	0	0	62724.8972
882	0	0	0	63131.02452
883	0	0	0	63217.29934
884	0	0	0	63575.81095
885	0	0	0	63361.29426
886	0	0	0	62062.04084
887	0	0	0	63594.7047
888	0	0	0	61822.94408
889	0	0	0	62685.88657
890	0	0	0	62629.68886
891	0	0	0	63842.03976
892	0	0	0	62505.73269
893	0	0	0	62129.37503
894	0	0	0	62590.93245
895	0	0	0	63286.21416
896	0	0	0	63509.52801
897	0	0	0	61623.92734
898	0	0	0	62572.22792
899	0	0	0	62542.75118
900	0	0	0	61773.42571
901	0	0	0	62704.58042
902	0	0	0	62095.18442
903	0	0	0	61955.7684
904	0	0	0	63302.31978
905	0	0	0	62620.3492
906	0	0	0	62505.20331
907	0	0	0	61904.45285
908	0	0	0	62491.71572
909	0	0	0	62737.38317
910	0	0	0	62145.05638
911	0	0	0	63800.13449
912	0	0	0	62026.69063
913	0	0	0	63091.20686
914	0	0	0	62977.51592
915	0	0	0	61818.97542
916	0	0	0	62878.36168
917	0	0	0	63861.0432
918	0	0	0	63965.76442
919	0	0	0	61821.78664
920	0	0	0	63046.30897
921	0	0	0	63185.78852
922	0	0	0	62923.95826
923	0	0	0	62316.93534
924	0	0	0	62302.76431
925	0	0	0	62058.46875
926	0	0	0	62214.86589
927	0	0	0	61513.83042
928	0	0	0	63923.91384
929	0	0	0	63209.40109
930	0	0	0	62379.51947
931	0	0	0	62950.16688
932	0	0	0	63138.03506
933	0	0	0	62175.02021
934	0	0	0	61650.82788
935	0	0	0	63466.44752
936	0	0	0	63447.53034
937	0	0	0	62613.66767
938	0	0	0	62998.82248
939	0	0	0	63742.56417
940	0	0	0	62892.32073
941	0	0	0	63895.89699
942	0	0	0	61503.10716
943	0	0	0	62592.80912
944	0	0	0	63952.84028
945	0	0	0	63064.01048
946	0	0	0	63871.98333
947	0	0	0	62691.01398
948	0	0	0	61705.1048
949	0	0	0	61834.33084
950	0	0	0	62733.48159
951	0	0	0	61465.46591
952	0	0	0	63924.61999
953	0	0	0	63040.23031
954	0	0	0	62670.83887
955	0	0	0	62360.39421
956	0	0	0	62631.55345
957	0	0	0	62239.19242
958	0	0	0	63067.99257
959	0	0	0	62644.0139
960	0	0	0	63455.12884
961	0	0	0	61530.63437
962	0	0	0	62126.47393
963	0	0	0	62994.6969
964	0	0	0	62205.69696
965	0	0	0	63641.51473
966	0	0	0	62376.40895
967	0	0	0	62569.935
968	1093.899738	0.002864963	453178.0161	60641.5384
969	1069.96947	0.004264194	441733.447	61487.69819
970	990.4980519	0.004602149	447807.3893	59910.15749
971	1018.574642	0.005180322	459765.0926	60321.41706
972	992.6472306	0.004829474	463645.3524	61977.26267
973	981.3653253	0.00529121	444325.7799	59712.29098
974	1102.591281	0.00544586	425051.157	61397.59989
975	1093.994566	0.005171483	445914.2856	60118.54077
976	1078.917204	0.005570095	462780.5269	59922.47475
977	1049.597588	0.005526271	435602.2963	61130.08258
978	1097.595548	0.005340382	431914.2274	60527.51477
979	1009.342268	0.005505394	442038.1121	61799.05829
980	7586.353969	0.301033331	3352169.374	55711.76156
981	7616.356056	0.340061245	3229895.6	54569.74169
982	7648.787168	0.359955649	3110568.223	53948.21174
983	7613.475243	0.372892066	3080677.559	54769.33796
984	7434.992137	0.36870337	3145517.117	53559.07555
985	7401.883948	0.413185936	3266366.746	52867.20162
986	7031.616368	0.390687225	3113548.251	52648.84892
987	7495.988707	0.406913996	3015333.782	53962.71663
988	7059.913906	0.382276587	3233248.702	53031.31183
989	7455.067868	0.410710189	3230423.734	53398.60331
990	7033.385661	0.395093036	3254117.262	54588.61614
991	7488.8524	0.402261036	3070201.181	54706.46971
992	7487.689292	0.408410144	3035038.756	54197.61612
993	6997.717839	0.456429447	3204982.243	53932.42736
994	7379.952719	0.401563359	3131774.487	53322.48457
995	7472.009156	0.440979687	3192458.869	53991.0605
996	7014.139087	0.416457257	3074097.114	53234.17662
997	7201.260219	0.457701064	3134600.21	52479.79912
998	6959.24226	0.396780263	3095318.068	53636.79225
999	7432.748594	0.448230518	3192347.46	54040.94522
1000	7059.0864	0.451261359	3040920.026	53868.69327
1001	3798.781702	0.128237246	1647526.91	53973.54738
1002	3986.401047	0.124219591	1661213.664	57505.87406
1003	4033.033286	0.131213881	1769297.458	56454.79033
1004	4030.954053	0.112805893	1878628.436	55961.54118
1005	4237.797562	0.117533493	1872966.179	57549.97757
1006	4364.551211	0.1124561	1744021.704	55963.29006
1007	4054.461001	0.124321402	1807301.166	55289.6126
1008	4404.651878	0.126522438	1897090.596	57187.71681
1009	0	0	0	62418.30019
1010	0	0	0	63002.5937
1011	0	0	0	62785.27925
1012	0	0	0	62961.50387
1013	0	0	0	62782.99965
1014	0	0	0	61139.68717
1015	4282.309248	0.065694029	1976110.919	57751.65816
1016	4629.213274	0.092043803	1922910.77	57854.17239
1017	4364.170015	0.091197597	1862994.536	57427.07898
1018	4275.659137	0.099402982	1939095.416	56422.94692
1019	4167.770287	0.101458092	1836214.704	57372.69489
1020	4199.660849	0.107345427	1883804.201	56858.56414
1021	4607.061934	0.110784434	1905372.517	57434.90278
1022	7272.207673	0.351921926	3116085.092	54261.80605
1023	7002.784085	0.353967039	3107909.146	52581.24307
1024	7445.357698	0.387273241	3153071.16	53495.6459
1025	7366.973039	0.378165723	3002277.099	52706.6856
1026	7235.93184	0.392342177	3207419.159	53449.05467
1027	7443.121285	0.450649856	3124230.362	53040.14658
1028	7043.168686	0.392203977	3182687.119	52219.36994
1029	6972.385918	0.463585093	3058214.846	53046.33275
1030	7246.536259	0.464047031	2962844.291	52337.35675
1031	7170.82435	0.440864181	2964616.69	52504.30815
1032	7054.031073	0.419523921	3162367.693	51876.23846
1033	6936.380761	0.468326818	3133552.586	54150.8634
1034	7200.649584	0.45037169	3166975.081	52856.97428
1035	6981.474458	0.455357746	2960004.32	54026.87452
1036	6872.97898	0.468319078	3184410.579	53765.17176
1037	7302.326672	0.479150358	3042406.724	52086.81836
1038	6980.211295	0.440475258	3111754.848	52504.03609
1039	7303.607158	0.467770523	3143997.982	52298.18492
1040	6997.211591	0.436244752	3056303.415	51675.39597
1040.6	6842.210813	0.412069521	2958842.434	51825.89017
1041	7306.501431	0.475105015	3065857.56	53623.34448
1042	7368.442554	0.41930718	3045044.475	53193.8443
1043	5754.240959	0.292031098	2504272.523	52549.35114
1044	6027.459316	0.284005823	2441132.161	54784.63793
1045	5811.491862	0.271283414	2654913.718	54634.16648
1046	5680.514102	0.273000313	2670444.161	55078.15475
1047	6005.043055	0.273757116	2473854.931	55072.56461
1048	6102.046589	0.285778739	2477284.883	53688.2373
1049	5748.95175	0.309591167	2638060.024	53096.10416
1050	5815.776367	0.276757756	2548289.488	55264.24043
1051	5894.389224	0.280167935	2676424.062	53273.6874
1052	5749.335075	0.305967784	2462821.854	54061.40071
1053	6201.60315	0.308684706	2693785.166	55268.89098
1054	5791.946174	0.302087518	2487643.99	53048.88141
1055	5883.715322	0.305682697	2675927.22	54394.59131
1056	6264.245543	0.291244429	2568078.372	53183.86917
1057	6266.881986	0.319949095	2544092.636	54028.35743
1058	6168.460355	0.312914795	2573703.219	53425.6284
1059	5909.171517	0.281168231	2629170.191	54781.09112
1060	6178.678786	0.31734333	2705801.878	54093.31169
1061	5862.352649	0.280255418	2677262.071	53083.88705
1062	6077.101047	0.307508042	2577132.647	54810.25094
1063	5962.397145	0.283677293	2668180.994	53932.58868
1064	6234.812974	0.292378175	2570548.521	53113.11514
1065	7261.502111	0.431565767	3124995.086	52453.36106
1066	7130.689698	0.402538456	3076901.623	51693.00778
1067	7107.405726	0.424192009	3035266.166	52360.0664
1068	7242.96052	0.452071601	3109087.409	53125.30602
1069	7367.218554	0.42962492	3137947.339	52056.9831
1070	7284.370367	0.413866399	2987782.2	53749.55058
1071	6986.83278	0.429503027	3108535.954	53628.52455
1072	7401.316278	0.446705859	2997825.333	52423.69706
1073	6871.656921	0.426217579	3031556.238	52759.47647
1074	6824.476718	0.464560372	3032780.258	51647.85938
1075	6931.182139	0.436315577	3107327.444	53709.32869
1076	7340.013563	0.432451746	3108509.824	51666.31405
1077	7008.644266	0.484875458	2929470.317	52239.28856
1078	7017.258151	0.451473331	3086560.404	52010.93825
1078.8	6818.245211	0.449187802	2939633.031	52768.42662
1079	7325.841617	0.461917458	3125126.043	51926.71161
1080	6902.13279	0.443499608	3072995.894	53269.68314
1081	6808.292824	0.457161793	3118012.239	51654.55361
1082	6806.129474	0.47556289	3075081.532	53488.95546
1083	7242.067748	0.427965097	2968428.705	52303.47834
1084	7314.282861	0.484159246	2929710.813	52824.66559
1085	6681.335204	0.411438074	2831459.139	53685.77815
1086	6912.501856	0.395916328	2951465.971	53545.1152
1087	6905.147714	0.413123723	2787518.968	53609.65831
1088	6754.091147	0.422765616	2792861.582	52710.29172
1089	6782.343191	0.412449737	2891509.319	54045.4955
1090	7014.721336	0.427716946	2862129.067	53097.25937
1091	6690.015015	0.390422846	2973523.364	52873.11922
1092	6855.83842	0.418777127	2967567.543	52403.85386
1093	6891.802033	0.41068431	2949547.774	52031.37852
1094	6879.815843	0.380616869	2899564.365	52525.00194
1095	7028.694446	0.402468116	3035302.106	51680.76114
1096	6940.793028	0.43262389	2932260.118	54020.88121
1097	6505.322218	0.424205908	2864277.491	52686.70183
1098	7063.840367	0.440003742	2878355.493	51707.82757
1099	6704.45058	0.403103918	3034907.433	53437.08144
1100	6640.487343	0.441356292	2835101.348	51901.22913
1101	6892.986678	0.474899061	2972831.585	53148.57786
1101.5	6481.136738	0.406025165	2876112.148	52844.67691
1102	6561.341707	0.392557343	2979315.76	52881.60232
1103	7059.647276	0.443115291	2944849.762	53775.60845
1104	6771.971993	0.413758853	2822877.822	53820.02638
1105	6769.690893	0.395585753	2811510.339	52408.85472
1106	7087.945808	0.393964633	3053863.734	52730.41042
1107	6718.517714	0.446254326	2942549.653	53096.10656
1108	6958.692264	0.417922818	2874291.168	52825.76104
1109	6817.384916	0.419843185	3045387.322	51875.99291
1110	6721.975028	0.450760484	2978878.11	53541.34971
1111	6589.186143	0.440257531	3062663.407	52548.0591
1112	6921.914166	0.41589333	3026495.9	52547.96419
1113	7000.077929	0.446350819	2837346.059	52112.36841
1114	6711.54581	0.459374067	2937811.811	51684.13016
1115	6979.74236	0.404810398	2917577.189	53269.66606
1116	7065.238188	0.41165132	2841113.049	53203.99752
1117	6671.092935	0.464079522	2826737.852	52553.81781
1118	7100.516628	0.420617062	2951326.538	52217.00555
1119	6726.720534	0.41087236	2965298.131	53161.23558
1120	6656.479513	0.423218759	2898915.029	52347.79617
1121	6804.976027	0.457180219	3016359.852	53690.95818
1122	6583.666948	0.443288111	3050668.184	53400.42009
1123	6916.60005	0.445118047	2842284.725	52162.09269
1124	6969.899585	0.462510342	2883956.104	52641.10981
1125	6876.249888	0.431446945	3027848.87	53648.71535
1126	6639.379791	0.407242825	3076628.11	53591.66084
1127	5200.729052	0.27477682	2288837.965	52286.2643
1128	5330.215952	0.270213855	2226234.685	55174.88188
1129	5372.619448	0.257259443	2212564.143	54891.37696
1130	5418.345785	0.268478043	2445725.232	53471.38216
1131	5312.073368	0.240886474	2397754.118	52979.43816
1132	5158.667366	0.258352891	2215431.111	52949.21294
1133	5438.983475	0.247221663	2443315.876	53381.20949
1134	5446.706088	0.266448985	2296291.717	53538.8702
1135	5293.605594	0.251885135	2400658.977	53019.43748
1136	5527.566487	0.267876957	2375304.956	53325.52402
1137	5658.519859	0.237777966	2312942.233	54519.54437
1138	6772.515682	0.352289305	2906587.379	52764.97394
1139	6416.435891	0.410341736	2852251.281	52230.89151
1140	6854.664096	0.390735865	2787155.523	52761.4004
1141	5187.664398	0.260815758	2209142.107	54910.9259
1142	5648.200592	0.246564119	2289398.778	54166.16965
1143	5567.390572	0.271263032	2417770.864	53856.81667
1144	5648.27601	0.273922346	2347444.472	53774.03868
1145	7044.814084	0.386950492	2907690.018	53208.99361
1146	5635.252031	0.265155219	2223778.666	53792.75246
1147	5377.036866	0.251983998	2299782.936	54775.6655
1148	4776.559145	0.187004444	2106217.771	53570.64251
1149	4841.593997	0.190230386	2112960.159	54926.05643
1150	4929.775607	0.196654595	1907868.53	53743.63746
1151	4511.606605	0.189671668	2096022.443	54168.89864
1152	4815.120965	0.178668507	2057003.316	55270.02489
1153	4518.420406	0.168565294	2077747.193	53837.58698
1154	5674.528669	0.253797372	2553564.591	54401.04329
1155	5568.12205	0.277493035	2481408.404	54284.81355
1156	5590.658793	0.27372673	2453026.384	54951.75597
1157	4938.739028	0.196270499	1994445.648	54647.29993
1158	4626.821917	0.191446776	2111732.944	53993.78525
1159	4603.889126	0.181497734	2121156.834	55453.58696
1160	4716.35039	0.194131419	2118374.84	55154.81708
1161	4520.353239	0.177842093	2085485.722	53836.36912
1162	4803.436015	0.188298338	1938750.769	54423.38122
1163	4900.600388	0.190066392	1937689.537	55402.60188
1164	4709.987451	0.198829826	2081701.633	55769.23611
1165	4871.996652	0.171815005	2060428.498	53786.0142
1166	4803.205569	0.195551416	2143603.816	54085.32988
1167	5582.419767	0.27616032	2514390.735	53831.31628
1167.4	4828.996425	0.18740973	2036430.333	55608.39588
1168	4896.840388	0.17424018	2086157.93	55321.36968
1169	4921.100572	0.190046352	1978467.94	55950.02963
1170	4629.190366	0.200731472	1993335.403	54420.17606
1171	4760.434016	0.18109813	2077890.873	54267.74247
1172	4492.577646	0.19164827	1996818.033	54792.25275
1173	4862.63859	0.171904491	1989147.333	55008.42913
1174	0	0	0	60399.39833
1175	0	0	0	61114.27993
1176	0	0	0	60559.88478
1177	4779.178879	0.115464597	2048755.819	55702.67621
1178	4710.688274	0.150199083	2038041.41	56261.31663
1179	4903.23321	0.144030715	2036402.112	55740.74908
1180	4577.914013	0.161719104	2053502.725	55498.28636
1181	5029.190904	0.159459545	2161335.126	56218.27065
1182	4654.54636	0.160611618	2166391.924	55925.91434
1183	4531.861727	0.176202698	2080158.301	56015.99403
1184	4556.470061	0.186219047	2028857.922	55093.96205
1185	4912.093555	0.190812178	2064735.386	56066.65698
1186	4565.153813	0.175751579	1949154.018	54968.8684
1187	4968.317347	0.179098618	2165876.905	53869.05381
1187.8	5016.625481	0.187306843	2031380.707	55232.01689
1188	4919.261983	0.182668845	1984171.737	55916.86249
1189	4850.567492	0.193085871	2114206.801	55745.11163
1190	4992.204904	0.173396655	2153570.467	54808.18907
1191	7118.412978	0.412969151	3150512.517	53907.66435
1191.6	5273.658306	0.252850643	2496857.554	53623.15667
1192	4578.502993	0.199207221	2113031.401	54888.84792
1193	4812.856369	0.188428561	1961161.073	55717.59389
1194	4821.717532	0.20538704	1958576.959	54416.93395
1195	4550.104218	0.193454005	2064702.488	55577.16614
1196	4907.387428	0.189438756	2053601.283	54533.9636
1197	4533.876839	0.187533856	2015820.176	54784.57815
1198	4928.099918	0.204756377	1978558.853	55696.63674
1199	4832.526878	0.186226179	2012546.421	55238.14227
1200	4987.680776	0.194988896	2095650.582	53760.36822
1201	4752.675657	0.196384649	2039429.441	55850.61131
1202	4564.114989	0.190187597	2006219.619	55740.07528
1203	4582.828099	0.206697335	2175308.335	56001.30996
1204	7016.709016	0.3899858	3093597.005	54050.53017
1205	7168.477127	0.46522538	3026120.256	52070.15229
1206	6860.892156	0.445966856	3164505.214	52182.85222
1207	4694.814277	0.226006925	2023484.81	54798.6576
1208	4889.479124	0.207014752	2058479.731	55641.3353
1209	4752.285136	0.200949793	2071671.278	53745.63263
1210	5439.407317	0.272109758	2301869.262	54486.48884
1211	5403.042075	0.265875383	2457990.535	52955.35181
1212	5791.069816	0.270800764	2497810.434	55129.2561
1213	5470.16159	0.281072057	2380862.582	54014.89134
1214	5566.628579	0.266803435	2477710.173	54025.02584
1215	5577.710674	0.295141162	2438395.969	54616.94884
1216	6099.794422	0.301131413	2435309.137	54596.9401
1217	5914.236117	0.353423735	2631288.924	52649.79121
1218	5857.27875	0.358224493	2596841.726	53368.99858
1219	6141.372245	0.344654967	2521463.374	52793.21265
1219.6	6165.918144	0.366225521	2537691.454	52952.24089
1220	5991.421837	0.344720749	2594603.18	54159.51242
1221	6189.01424	0.343672695	2484754.621	54514.26234
1222	4941.732329	0.244934229	1971442.891	54811.43988
1223	4691.157032	0.264257104	1989235.994	53615.28615
1224	4809.572929	0.250068079	2118589.495	54250.97022
1225	4918.353635	0.259832713	2123693.964	54087.69851
1226	4938.105387	0.27365476	2167277.902	54763.04441
1227	4813.674775	0.273900072	2160676.626	53713.79819
1228	0	0	0	60302.05323
1228.8	5107.113053	0.189171353	2229193.438	54449.65373
1229	4657.934606	0.266331177	2038266.381	55947.32761
1230	4974.846534	0.293091309	2148144.612	54360.81707
1231	4751.194665	0.282220753	1992608.45	53589.79261
1232	4641.085664	0.327618531	1990169.458	55022.02024
1233	4920.287269	0.360397197	1989534.635	55571.84765
1234	4922.712173	0.376887331	2107792.297	53799.40364
1235	4714.159931	0.397891963	2111598.235	55580.27421
1236	4969.965382	0.407950272	2156113.753	55698.94386
1237	5655.266241	0.612843418	2543285.865	54529.56605
1238	5657.37373	0.62102799	2372802.619	54035.29058
1239	5734.27194	0.691857735	2440027.937	53605.02331
1240	4902.079276	0.643132031	2014443.142	53347.42435
1241	4735.569583	0.64272288	2171811.759	54048.34974
1242	4882.261942	0.662534201	2097342.836	53699.79991
1243	4842.34947	0.670003301	2154381.486	53473.59665
1244	4673.579834	0.691177471	2089267.809	55260.79336
1245	4936.427077	0.717793285	2049282.196	53970.90482
1246	5032.088157	0.793964523	2160818.87	54341.12511
1247	4625.447753	0.872999595	2130576.418	53559.84505
1248	4701.281961	0.869203869	1971535.61	54461.78283
1249	4887.801364	0.984480603	2021429.316	53592.99308
1250	4652.979421	0.962764375	2103473.461	54252.60771
1251	4757.156962	0.913825996	1990067.625	55837.13511
1252	4951.903957	0.953186136	2080195.274	55619.45438
1253	4947.80979	1.02987907	2025403.598	54722.8856
1254	5075.807916	1.034852076	2153364.947	54045.94684
1255	4833.825564	1.19674829	1981030.823	54249.05383
1256	5030.579611	1.143347725	2143971.33	53983.66245
1257	5083.13521	1.18949447	2011355.11	55378.37242
1258	4576.716785	1.196423937	2014969.286	55389.9641
1259	4811.536426	1.332918706	1975323.869	55413.39021
1260	4791.673226	1.205627375	2113591.594	55253.07569
1261	4760.274604	1.210297371	1976186.041	54301.20317
1262	4787.59944	1.394466511	2038311.086	55248.20442
1263	4665.39013	1.360426084	2041002.994	55573.23461
1264	4613.918249	1.413136984	2151561.971	53799.34465
1265	4805.172597	1.345865553	2023267.887	53706.8578
1266	4938.56704	1.475409485	2059561.065	55214.19022
1267	4987.794503	1.577350535	2118863.069	53596.81937
1268	4995.492314	1.553283218	2169835.393	55640.28626
1269	5020.05857	1.620618049	1972400.688	53575.41177
1270	4617.794417	1.57458119	2033271.536	54279.11147
1271	5920.639963	1.934996721	2558277.674	53981.54305
1272	5678.28511	1.982552128	2536701.141	52594.59681
1273	5558.709943	2.220511315	2571645.533	53331.73808
1274	4560.041865	1.864763488	2134556.052	53437.73978
1275	4570.72476	1.990089026	2129997.254	53517.1275
1276	4759.899527	1.833946556	1983686.503	54344.70785
1277	4652.778019	1.872754626	2034777.496	55425.41612
1278	4959.576891	1.863869691	2063621.167	55178.89341
1279	4764.542688	1.962439594	2151999.495	54607.28477
1280	4656.986841	1.911746107	2072977.926	53555.8517
1281	5064.924411	2.231840854	2033447.225	54397.79397
1282	4741.524053	2.281478083	2090272.574	54848.81746
1283	4671.982632	2.256556478	2020754.654	55104.52422
1284	4965.420367	2.080839203	2116778.685	53513.11484
1285	4853.197571	2.396252762	2180541.541	54806.99373
1286	4858.799717	2.368108519	2159421.311	55674.91354
1287	4990.815555	2.323054886	2031056.198	54494.81506
1288	6060.777285	3.251191268	2677562.752	53994.41611
1289	5847.879241	3.048904724	2531896.839	54205.17492
1290	5073.271786	2.531132725	2112750.174	55151.22479
1291	4757.285463	2.74436122	2152600.778	53231.23844
1292	4806.02986	2.907176122	2159845.894	53258.63044
1293	4612.499854	2.982532879	1985040.078	54559.50572
1294	5096.043026	2.997964815	2025764.513	55325.10523
1295	4971.62352	3.01775207	2024264.5	54358.88404
