2018 09 02			
'UIV-2026'			
2018 09 02			
'days'			
3			
'Water Rate SC'	'Gas Rate SC'	'Well Bottom-hole Pressure'	
1464	0	3034139.183	63103.43781
1465	0	2867886.941	60556.3645
1466	0	2987053.543	62024.82102
1467	0	2857788.33	60953.44419
1467.6	0	3030258.222	61868.31397
1468	0	2909865.527	60674.99136
1469	0	3016320.099	61135.17489
1470	0	2884436.704	63081.46784
1471	0	2887494.516	61376.5234
1472	0	2872484.789	62118.74222
1473	0	3074738.507	63033.45967
1474	0	2928970.493	61235.7846
1475	0	2924581.775	62344.71621
1476	0	3086193.767	61830.32005
1477	0	2842507.217	62915.64551
1478	0	3032292.916	61588.27908
1479	0	3098922.668	61852.24552
1479.5	0	2977201.769	61757.30357
1480	0	3112722.997	60867.98979
1481	0	2831871.365	62962.98318
1482	0	3046306.41	62424.10329
1483	0	2897328.234	61842.84426
1484	0	2951118.469	62588.20033
1485	0	3005754.85	61441.65657
1486	0	2916229.488	60758.16803
1487	0	3107836.681	60784.72658
1488	0	3050930.023	61854.33461
1489	0	2813007.258	62987.90932
1490	0	2902835.069	62345.05851
1491	0	3076676.74	61425.53648
1492	0	2852028.37	61162.65467
1493	0	3599127.89	63115.26007
1494	0	3678859.616	62011.43722
1495	0	3663342.743	62000.81473
1496	0	3404222.419	63954.90037
1497	0	3584972.076	63426.5312
1498	0	3462967.835	64177.79949
1499	0	3658851.255	62049.81374
1500	0	3635004.101	62600.93678
1501	0	3681365.822	63436.13949
1502	0	3740563.94	64519.5582
1503	0	3783771.527	63725.34937
1504	0	3872018.112	62429.44461
1505	0	3667456.144	62850.64723
1506	0	3697951.811	64629.69844
1507	0	3625812.07	63150.96785
1508	0	3812492.294	64481.18769
1509	0	3826247.607	63479.96126
1510	0	3885017.085	63902.61537
1511	0	3664998.793	64793.3669
1512	0	3975902.731	64786.34855
1513	0	3886858.422	63495.28727
1514	0	3862005.695	63365.92564
1515	0	3911243.053	63916.38821
1516	0	3907245.04	63192.54952
1517	0	3757567.713	64088.94151
1518	0	3890289.323	63266.82008
1519	0	3744479.242	63438.02159
1520	0	3893589.482	65117.92775
1521	0	3961946.537	64958.40564
1521.8	0	3915157.765	63057.90808
1522	0	3952951.414	64905.34636
1523	0	3722629.137	64590.85921
1524	0	3769732.339	63012.6241
1525	0	3760650.815	63862.1963
1526	0	3742509.551	63032.75215
1527	0	3937726.968	64017.43226
1528	0	3976000.916	64775.07466
1529	0	3969812.031	63865.03807
1530	0	3749612.953	63519.55291
1531	0	3891720.328	64313.34635
1532	0	4144423.353	65406.47894
1533	0	3937655.044	64542.63117
1534	0	4132128.056	63924.38351
1535	0	4123905.148	65157.47184
1536	0	3786524.317	65029.02393
1537	0	3909226.531	63048.33338
1538	0	3997166.121	63852.88307
1539	0	3762218.505	63814.58982
1540	0	3866752.924	63722.06972
1541	0	3938536.534	64058.80122
1542	0	3750194.408	64048.01432
1543	0	4027036.828	64042.03837
1544	0	3843952	63215.85036
1545	0	3921150.639	65299.13906
1546	0	3751434.062	63400.67911
1547	0	3923391.262	63875.85301
1548	0	3915174.607	64416.46024
1549	0	3982868.253	63703.60253
1550	0	3831407.14	65494.53885
1551	0	3988376.345	63994.79895
1552	0	3876242.874	63429.48679
1552.5	0	3976159.991	64496.63736
1553	0	3941719.069	63902.91807
1554	0	3999235.038	65309.90137
1555	0	3764589.796	65456.86827
1556	0	3759620.976	64880.37661
1557	0	3927888.291	63838.53333
1558	0	3826023.363	65040.40132
1559	0	4007794.168	63680.85959
1560	0	3938929.665	64956.54878
1561	0	4049130.228	64316.90129
1562	0	4064722.309	65420.54709
1563	0	3784337.436	65032.03628
1564	0	3911443.877	64472.11966
1565	0	4003829.542	63842.98875
1566	0	3962247.752	64676.36725
1567	0	3872394.972	64181.39666
1568	0	3909329.158	64183.47282
1569	0	3833489.971	63900.3889
1570	0	3904475.332	65172.61206
1571	0	3721156.39	64035.9089
1572	0	3775557.874	63972.39699
1573	0	3668646.718	64854.37152
1574	0	3648556.663	63941.26342
1575	0	3946616.585	63927.86488
1576	0	4005600.099	64467.31875
1577	0	4013597.157	64179.65338
1578	0	4007384.642	64048.76412
1579	0	0	63290.69969
1580	0	0	63537.96216
1581	0	0	61357.45625
1582	0	0	63775.51139
1583	0	0	62703.63968
1584	0	0	61672.27892
1585	0	0	62227.50143
1586	0	0	61560.23959
1587	0	0	61754.03298
1588	0	0	62512.83919
1589	0	0	62720.64193
1590	0	0	63045.53154
1591	0	0	61886.27083
1592	0	0	62413.17562
1593	0	0	63884.40224
1594	0	0	61730.46259
1595	0	0	62638.44352
1596	0	0	61671.79773
1597	0	0	61633.2604
1598	0	0	62645.99881
1599	0	0	61582.68047
1600	0	0	62060.83063
1601	0	0	63301.73188
1602	0	0	63653.92395
1603	0	0	61810.20499
1604	0	0	61438.81207
1605	0	0	62489.04505
1606	0	0	61161.02912
1607	0	0	61351.11361
1608	0	0	61695.8165
1609	0	0	61164.26809
1610	0	0	62702.69179
1611	0	0	62881.82408
1612	0	0	61475.376
1613	0	0	63142.3088
1614	0	0	62420.89025
1615	0	0	61299.74063
1616	0	0	60950.28161
1617	0	0	61682.35218
1618	0	0	60866.70797
1619	0	0	62887.53241
1620	0	0	62409.92538
1621	0	0	62647.76621
1622	0	0	62925.59549
1623	0	0	61824.43283
1624	0	0	60560.87552
1625	0	0	60700.03441
1626	0	0	61387.87784
1627	0	0	62542.70207
1628	0	0	61231.86025
1629	0	0	62493.72229
1630	0	0	60932.70244
1631	0	0	61198.56503
1632	0	0	62165.20286
1633	0	0	60442.35435
1634	0	0	61319.58365
1635	0	0	61446.65709
1636	0	0	60405.51888
1637	0	0	61381.19265
1638	0	0	62359.0072
1639	0	0	61143.68079
1640	0	0	61427.15574
1641	0	0	60793.96723
1642	0	0	61283.48882
1643	0	0	61860.39821
1644	0	0	61284.08353
1645	0	0	61731.88072
1646	0	0	61042.97688
1647	0	0	61141.55121
1648	0	0	62384.42269
1649	0	0	60179.38911
1649.4	0	0	60164.55429
1650	0	0	61263.73417
1651	0	0	60512.99548
1652	0	0	62329.47095
1653	0	0	60803.11054
1654	0	0	62166.53247
1655	0	0	61073.63604
1656	0	0	60671.39203
1657	0	0	60483.00714
1658	0	0	62044.71476
1659	0	0	62270.95803
1660	0	0	60327.8668
1661	0	0	61545.18401
1662	0	0	61653.87425
1663	0	0	60523.51783
1664	0	0	61746.7022
1665	0	0	61180.1758
1666	0	0	62167.99074
1667	0	0	62421.19831
1668	0	0	60116.81075
1669	0	0	61293.28901
1670	0	0	60504.83615
1671	0	0	60244.12062
1672	0	0	60899.31922
1673	0	0	61062.0671
1674	0	0	60330.36994
1675	0	0	61491.07447
1676	0	0	60642.99108
1677	0	0	61367.45207
1678	0	0	61675.58857
1679	0	0	61968.49381
1680	0	0	61507.29542
1681	0	0	60553.8862
1682	0	0	60811.98787
1682.5	0	0	62563.38653
1683	0	0	61968.07972
1684	0	0	63063.46488
1685	0	0	61088.29309
1686	0	0	60843.29672
1687	0	0	61926.02079
1688	0	0	61185.45291
1689	0	0	61538.37393
1690	0	0	62731.8971
1691	0	0	63013.37497
1692	0	0	63251.36725
1693	0	0	63138.18146
1694	0	0	63406.51411
1695	0	0	63057.02138
1696	0	0	62202.04108
1697	0	0	61852.81732
1698	0	0	61310.34719
1699	0	0	62452.20597
1700	0	0	63281.67881
1701	0	0	62912.53267
1702	0	0	62174.18619
1703	0	0	61452.15587
1704	0	0	61398.56342
1705	0	0	62226.08955
1706	0	0	62522.69295
1707	0	0	62015.59303
1708	0	0	61825.60784
1709	0	0	63663.55371
1710	0	0	62960.03948
1711	0	0	63288.09975
1712	0	0	63005.86794
1713	0	0	62309.47292
1714	0	0	61733.51408
1715	0	0	61793.29571
1716	0	0	61452.65934
1717	0	0	62429.59136
1718	0	0	63316.25838
1719	0	0	63562.04832
1720	0	0	62347.87444
1721	0	0	62880.41044
1722	0	0	62915.65076
1723	0	0	62273.49395
1724	0	0	62518.73265
1725	0	0	63156.7242
1726	0	0	62368.70027
1727	0	0	63180.3698
1727.5	0	0	61915.37762
1728	0	0	61620.36117
1729	0	0	62732.21531
1730	0	0	62815.78171
1731	0	0	62574.383
1732	0	0	62943.63475
1733	0	0	63225.36337
1734	0	0	61760.79507
1735	0	0	61878.78003
1736	0	0	63539.94533
1737	0	0	63504.35166
1738	0	0	61770.44863
1739	0	0	63899.59347
1740	0	0	63263.7406
1740.8	0	0	62767.73997
1741	0	0	62452.99111
1742	0	0	63848.46823
1743	0	0	61801.05033
1744	0	0	63080.04427
1745	0	0	63333.82166
1746	0	0	63143.35296
1747	0	0	62004.71464
1748	0	0	62466.11069
1749	0	0	62819.33948
1750	0	0	62092.7935
1751	0	0	61839.48948
1752	0	0	63329.466
1753	0	0	62788.57225
1753.6	0	0	62092.28588
1754	0	0	62685.9282
1755	0	0	63879.96265
1756	0	0	62666.7828
1757	0	0	63278.22305
1758	0	0	62631.79456
1759	0	0	63085.17367
1760	0	0	64271.74127
1761	0	0	63122.22273
1762	0	0	62037.73083
1763	0	0	62134.14694
1764	0	0	63623.52192
1765	0	4032303.403	59827.22662
1766	0	3926293.677	60455.31584
1767	0	0	62033.88293
1768	0	0	63854.60923
1769	0	0	62082.687
1770	0	0	61925.11486
1771	0	3925495.411	58918.46575
1772	0	3961163.231	58938.80125
1773	0	3796044.625	60737.8206
1774	0	3901597.932	61439.00103
1774.6	0	3967481.558	60558.70153
1775	0	3992547.563	59230.28737
1776	0	3954342.129	59499.62682
1777	0	3819830.38	60115.17392
1778	0	3869922.812	60210.46884
1779	0	4065929.311	59279.49946
1780	0	0	60933.90509
1781	0	0	61315.35109
1782	0	3615227.859	59479.91328
1783	0	3665103.394	59222.94526
1784	0	3765551.11	60927.27381
1785	0	3689319.107	61208.34441
1786	0	3754071.946	60911.39805
1787	0	3722985.029	61090.69846
1788	0	3971064.335	61496.15517
1789	0	3902196.267	60514.04918
1790	0	3858088.708	59362.94625
1791	0	3949793.089	59759.12303
1792	0	3948056.742	59695.814
1793	0	3894464.4	59883.56283
1794	0	4045196.69	59424.22508
1795	0	3978253.123	59892.26018
1796	0	3935071.956	59985.12705
1797	0	3962780.176	60923.48297
1798	0	3996761.861	59915.70507
1799	0	3863009.438	61093.02878
1800	0	4002913.272	59348.87502
1800.5	0	3903051.375	59268.52492
1801	0	4090562.955	61436.48499
1802	0	4012926.205	61737.35488
1803	0	3838761.25	60975.88353
1804	0	3889596.419	59519.77887
1805	0	4000503.428	60720.38808
1806	0	3957414.623	59558.54629
1807	0	4026303.514	60254.34283
1808	0	4039260.341	59537.4112
1809	0	4083572.864	59306.47504
1810	0	3924364.117	60781.21377
1811	0	4028994.36	61560.0342
1812	0	3811038.786	61027.62095
1813	0	3866181.606	60487.00713
1814	0	3990941.607	59896.91238
1815	0	3862581.299	61733.66712
1816	0	4094733.953	61335.84958
1817	0	4051874.872	60740.80622
1818	0	3923214.218	59300.93733
1819	0	3892389.105	61362.10575
1820	0	4074655.07	60065.45034
1821	0	3970038.088	61223.45207
1822	0	3814855.224	59589.61992
1823	0	3974917.559	60258.1325
1824	0	4047118.974	61218.88304
1825	0	3818338.874	61603.23375
1826	0	3818157.072	59451.8075
1827	0	3853187.493	59656.67848
1828	0	3796952.173	60665.23262
1829	0	4040045.427	59290.38251
1830	0	4008060.594	61177.50405
1831	0	3984247.116	60921.15292
1832	0	3828716.499	61538.19744
1833	0	4040107.705	60221.43347
1834	0	3962571.394	61497.26886
1835	0	3948597.645	60301.33549
1836	0	3814514.771	60961.35665
1837	0	3794273.84	59723.6958
1838	0	3929321.66	61146.93702
1839	0	3821139.095	60414.5115
1840	0	4055238.612	61049.50481
1841	0	3920682.076	61581.67318
1842	0	4094379.348	61081.43024
1843	0	3827589.411	61596.00104
1844	0	3892837.524	60302.13687
1845	0	3779345.332	60128.89888
1846	0	3786024.217	60826.98585
1847	0	3949037.351	59271.02715
1848	0	3933221.349	60451.31285
1849	0	3945228.062	61476.42373
1850	0	3749576.136	61243.76948
1851	0	4041035.033	59508.82877
1852	0	3973157.729	60363.34109
1853	0	4001564.564	60753.46366
1854	0	4002351.491	61847.20884
1855	0	3878671.335	61261.85497
1856	0	3831094.219	61598.57409
1857	0	3805214.717	61844.86803
1858	0	3827017.279	60105.08212
1859	0	3739270.012	61475.59436
1860	0	3700165.88	62807.66403
1861	0	3447620.125	64788.97323
1862	0	3528667.247	64140.68994
1863	0	3501152.955	63220.58237
1864	0	3746033.729	63603.27666
1865	0	3700651.839	63595.05147
1866	0	3449307.48	63865.76775
1867	0	3668195.788	64824.5757
1868	0	3534238.007	64956.11363
1869	0	3560539.579	64387.25295
1870	0	3728961.323	63354.39511
1871	0	3698702.972	63463.42692
1872	0	3595865.509	63233.66464
1873	0	3734796.361	64964.34379
1874	0	4130448.317	65203.06772
1875	0	3906681.722	63882.4873
1876	0	4015220.191	63484.72567
1877	0	3916428.114	63606.58865
1878	0	3514498.911	64233.40971
1879	0	3718308.663	65181.359
1880	0	3642763.878	64400.98875
1881	0	3477572.337	62686.49489
1882	0	3677554.245	64469.66857
1883	0	3596511.5	64740.03839
1884	0	3647533.472	64452.63963
1885	0	3627636.309	65228.93007
1886	0	3504931.365	63297.65412
1887	0	3609245.176	64448.55626
1888	0	3509210.184	64122.16552
1889	0	3491376.001	64394.63778
1890	0	3707528.432	65267.23889
1891	0	3534941.075	63684.40518
1892	0	3707729.282	64803.34311
1893	0	3682238.646	63133.30237
1894	0	3445832.923	64327.88795
1895	0	3673036.082	62848.43618
1896	0	3532954.475	65209.88161
1897	0	3527262.988	64239.10095
1898	0	3741290.805	64421.01066
1899	0	3456390.654	63850.31147
1900	0	3671089.474	63945.97028
1901	0	3523030.586	65411.0089
1902	0	3709223.384	64627.31129
1903	0	3475649.262	62932.60752
1904	0	3630902.106	64436.77935
1905	0	3711308.661	65524.84007
1906	0	3566830.363	65417.308
1907	0	3475611.077	63475.74305
1908	0	3814162.779	64153.06142
1909	0	3622625.886	63614.74217
1910	0	3722461.494	65505.75629
1911	0	3591091.889	65027.95291
1912	0	3628410.15	63162.2317
1913	0	3530982.535	64659.66116
1914	0	3603141.813	64293.43851
1915	0	3657852.877	64023.211
1916	0	3638316.775	63591.90964
1917	0	3615977.029	63335.63365
1918	0	3593901.003	65501.94871
1919	0	3736946.307	63997.43996
1920	0	3701741.491	63970.92491
1921	0	3710357.034	63918.77141
1922	0	3586528.927	63212.05521
1923	0	3498297.968	63253.1486
1924	0	3543078.14	64084.80661
1925	0	3551065.216	63395.73927
1926	0	3539687.419	65579.97559
1927	0	3646050.771	64517.38692
1928	0	3716081.671	63618.68156
1929	0	3638848.117	63765.06009
1930	0	3567150.554	64816.76608
1931	0	3515653.996	64067.66951
1932	0	3955394.147	65020.526
1933	0	3844414.197	64060.77366
1934	0	3980824.61	65874.90151
1935	0	3448963.404	65640.35414
1936	0	3571843.201	63413.13625
1937	0	3720742.986	63358.25561
1938	0	3562520.724	63201.02549
1939	0	3670371.391	63627.16927
1940	0	3720430.459	63759.68898
1941	0	3693697.275	64413.60428
1942	0	3447491.388	65636.37122
1943	0	3683157.022	63434.39226
1944	0	3447965.505	65253.38924
1945	0	0	62601.47747
1946	0	0	63445.96576
1947	0	0	63123.79903
1948	0	0	62290.58555
1949	0	0	63307.77968
1950	0	0	63190.21864
1951	0	0	64027.02248
1952	0	0	63338.2093
1953	0	0	63221.93718
1954	0	0	62994.42631
1955	0	0	63495.64812
1956	0	0	63058.42054
1957	0	0	62081.77036
1958	0	0	63756.17436
1959	0	0	63251.5986
1960	0	0	64220.36647
1961	0	0	62493.01422
1962	0	0	62521.92487
1963	0	0	64151.13503
1964	0	0	63743.78743
1965	0	0	63663.95353
1966	0	0	64596.49991
1967	0	0	63599.31912
1968	0	0	64518.64096
1969	0	0	62544.62299
1970	0	0	63576.99421
1970.5	0	0	63882.17862
1971	0	0	62408.35674
1972	0	0	64578.22825
1973	0	0	62600.40262
1974	0	0	63244.26532
1975	0	0	64334.76124
1976	0	0	63638.59911
1977	0	0	63619.43961
1978	0	0	62519.96004
1979	0	0	64749.50421
1980	0	0	63459.88724
1981	0	0	64253.69623
1982	0	0	64392.36788
1983	0	0	62467.07631
1984	0	0	63901.75887
1985	0	0	64382.89491
1986	0	0	64395.68361
1987	0	0	63334.46748
1988	0	0	63609.20539
1989	0	0	62354.22396
1990	0	0	62596.04662
1991	0	0	62377.43512
1992	0	0	64592.41905
1993	0	0	63631.25759
1994	0	0	63924.87066
1995	0	0	62588.92673
1996	0	0	62901.02528
1997	0	0	63674.66109
1998	0	0	62377.49617
1999	0	0	64259.7772
2000	0	0	62782.05524
2001	0	0	64185.77357
2002	0	0	62690.90863
2003	0	0	63875.45355
2004	0	0	64780.9664
2005	0	0	63753.26508
2006	0	0	64638.01591
2007	0	0	63931.77192
2008	0	0	62540.83699
2009	0	0	63827.60274
2010	0	0	63528.71738
2011	0	0	62619.96752
2012	0	0	63668.95769
2013	0	0	64851.47327
2014	0	0	64772.17638
2015	0	0	63707.04991
2016	0	0	62937.65238
2017	0	0	62109.24472
2018	0	0	64536.99868
2018.5	0	0	62230.03506
2019	0	0	64041.52695
2020	0	0	63994.81315
2021	0	0	63637.9022
2022	0	0	63641.01006
2023	0	0	62056.10525
2024	0	0	61757.86286
2025	0	0	62513.11079
2026	0	0	62364.42146
2027	0	0	62058.02825
2028	0	0	62053.91848
2029	0	0	62328.55251
2030	0	0	61615.40566
2031	0	0	62104.0378
2032	0	0	63325.39574
2033	0	0	62708.32986
2034	0	0	62853.70155
2035	0	0	62760.55192
2036	0	0	62832.44244
2037	0	0	62917.49127
2037.4	0	0	62392.16404
2038	0	0	62756.56723
2039	0	0	61249.59049
2039.5	0	0	61474.54984
2040	0	0	62011.05286
2040.2	0	0	63597.69697
2041	0	0	63142.2131
2042	0	0	62516.13841
2043	0	0	61504.31733
2044	0	0	61083.63354
2045	0	0	62527.33298
2046	0	0	62428.90099
2047	0	0	61805.98858
2048	0	0	62426.02187
2049	0	0	61032.12387
2050	0	0	60994.71072
2051	0	0	61822.28156
2052	0	0	62274.70515
2053	0	0	63180.9411
2054	0	0	62363.19785
2055	0	0	62003.93341
2056	0	0	63323.66976
2057	0	0	62988.99582
2058	0	0	61327.64851
2059	0	0	63188.46821
2060	0	0	62022.90639
2061	0	0	62532.30856
2062	0	0	63108.65698
2063	0	0	63303.25208
2064	0	0	61388.41439
2065	0	0	61057.85846
2066	0	0	61914.32296
2067	0	0	61099.3509
2068	0	0	62716.01248
2069	0	0	63316.14505
2070	0	0	62918.47233
2071	0	0	61812.35976
2072	0	0	61878.84606
2073	0	0	61192.9117
2074	0	0	62533.78778
2075	0	0	62805.74418
2076	0	0	61623.15728
2077	0	0	63227.79235
2078	0	0	61247.11405
2079	0	0	60741.17755
2079.6	0	0	60750.56027
2080	0	0	61323.13346
2081	0	0	62779.25609
2082	0	0	60925.04984
2082.6	0	0	62694.83155
2083	0	0	61019.30891
2084	0	0	61239.51118
2085	0	0	62969.03785
2086	0	0	61791.6583
2087	0	0	62111.48509
2088	0	0	60791.39236
2089	0	0	63069.86634
2090	0	0	62733.22963
2090.8	0	0	61558.00147
2091	0	0	62124.58142
2092	0	0	62590.92597
2093	0	0	62970.77339
2094	0	0	61238.18083
2095	0	0	62838.90722
2096	0	0	61176.7835
2097	0	0	61623.90711
2098	0	0	62338.49978
2099	0	0	62910.49503
2100	0	0	62081.39349
2101	0	0	61935.57894
2102	0	0	62923.55117
2103	0	0	62150.20586
2104	0	0	61427.6482
2105	0	0	63848.5316
2106	0	0	63081.79031
2107	0	0	61575.40022
2108	0	0	62547.67607
2109	0	0	64101.60495
2110	0	0	62582.92867
2111	0	0	63013.22376
2112	0	0	63759.30007
2113	0	0	63372.26441
2114	0	0	63827.85893
2115	0	0	63131.95213
2116	0	0	62425.92745
2117	0	0	62350.29403
2118	0	0	62077.76538
2119	0	0	62488.39959
2120	0	0	63286.47833
2121	0	0	63079.36037
2122	0	0	63761.70716
2123	0	0	62646.95705
2124	0	0	62512.63243
2125	0	0	62344.47363
2126	0	0	63650.02644
2127	0	0	62361.65512
2128	0	0	63624.3
2129	0	0	64323.03403
2130	0	0	63413.35438
2131	0	3532278.515	63837.74863
2132	0	3505918.079	63920.47207
2133	0	3583446.778	63655.80159
2134	0	3607155.18	62981.81644
2135	0	3584196.048	63046.54896
2135.8	0	3480791.647	62989.7746
2136	0	3651085.801	64057.23409
2137	0	3590480.859	65197.36115
2138	0	3706203.671	63837.78744
2139	0	3565902.391	64973.80684
2140	0	3719461.071	64941.04559
2141	0	3511957.075	64938.00705
2142	0	3612394.33	64240.16195
2143	0	3605871.381	63037.8012
2144	0	3625903.292	65487.58182
2145	0	3721843.429	65311.49935
2146	0	3635110.743	63216.28523
2147	0	3689221.254	63834.31775
2148	0	3667268.425	64072.10523
2149	0	3641534.891	64458.3695
2150	0	3849267.305	65364.93261
2151	0	3699588.256	65170.65361
2152	0	3788980.12	64674.14239
2153	0	3917062.902	64484.38319
2154	0	3880294.934	62932.22641
2155	0	3202958.316	64979.24263
2156	0	3863860.339	63145.13516
2157	0	3861832.267	64093.27738
2158	0	3776852.148	64648.25936
2159	0	3687278.407	64287.28861
2160	0	3669027.709	64277.26112
2161	0	3935237.281	63080.90406
2162	0	3971087.985	64740.91814
2163	0	3916926.176	64647.57082
2164	0	3852851.955	64917.49575
2165	0	4123973.51	64537.70293
2166	0	3823841.432	64308.55164
2167	0	3619979.879	64681.18345
2168	0	3720088.001	64234.72163
2169	0	3654817.197	65278.59397
2170	0	3742494.168	64677.25023
2171	0	3853270.216	64544.85332
2172	0	3669819.645	63408.66068
2173	0	3762594.726	63510.53521
2174	0	3697548.99	64692.23045
2175	0	3793948.46	65155.4646
2176	0	3761126.73	64241.35784
2177	0	3671683.544	63349.33742
2178	0	3751608.476	64544.6701
2179	0	3777900.588	65376.44642
2180	0	3768242.783	64457.4317
2181	0	3801345.055	63916.60109
2182	0	3622994.048	65145.86911
2183	0	3880204.207	64107.30147
2184	0	3812146.867	64249.29741
2185	0	3801132.467	64349.80836
2186	0	3795615.442	65453.60257
2187	0	3632829.109	63032.00582
2188	0	3799133.803	63732.13444
2189	0	3831735.177	65494.70578
2190	0	3660946.657	63415.3536
2191	0	3835875.32	63426.79663
2192	0	3665950.668	65105.2229
2193	0	3653543.8	64704.81442
2194	0	3808442.688	63761.23383
2195	0	3790142.418	64755.67735
2196	0	3810872.696	64277.06855
2197	0	3803951.868	65493.68572
2198	0	3608561.542	64919.6474
2199	0	3569107.071	64141.01236
2200	0	3729512.043	65133.64702
2201	0	3598503.403	65135.91072
2202	0	3801741.334	62981.88759
2203	0	3771983.388	64333.31
2204	0	3681990.436	64502.93525
2205	0	3646230.656	64916.87049
2206	0	3780162.143	65253.86207
2207	0	3521426.629	63044.75278
2207.6	0	3593275.029	63095.24599
2208	0	3773080.443	63675.16061
2209	0	3492821.16	63223.56897
2209.6	0	3527913.446	63157.06204
2210	0	3564519.07	64984.73776
2211	0	3596613.185	63808.23243
2212	0	3628748.705	64570.19239
2213	0	3698000.59	64630.86691
2214	0	3638129.71	63458.61888
2215	0	3559704.264	63228.45736
2216	0	3690079.144	64477.90172
2217	0	3586645.157	64320.62007
2218	0	3417187.574	65132.70951
2219	0	3546113.635	63177.96595
2220	0	3514580.456	64011.32889
2221	0	3698798.415	59819.00843
2222	0	3696421.942	60041.62047
2223	0	3487846.193	58434.91196
2224	0	3427945.711	58779.2147
2225	0	3485300.642	58585.19271
2226	0	3418383.29	58221.41575
2227	0	3613309.524	58903.13546
2227.5	0	3463214.069	60548.1572
2228	0	3490049.86	59693.30328
2229	0	3640233.263	58688.37175
2229.7	0	3638238.003	60166.11861
2230	0	3507663.233	59265.37063
2230.7	0	3531072.019	59138.26784
2231	0	3591878.615	60697.7255
2231.4	0	3693495.865	58319.99859
2232	0	3685067.217	60279.32942
2233	0	3722183.208	58785.92673
2234	0	3565437.989	59815.57389
2235	0	3703182.059	60859.49122
2236	0	3614299.323	58638.8601
2237	0	3484899.037	58483.47958
2238	0	3478660.651	60398.93445
2239	0	3545863.606	60442.57211
2240	0	3475626.081	60416.51432
2241	0	3604635.143	59858.58625
2242	0	3515570.758	58690.10017
2243	0	3437768.681	58419.5915
2244	0	3450292.52	60520.85962
2245	0	3482248.467	59195.63075
2246	0	3411712.376	59707.19356
2247	0	3659306.047	58839.90516
2248	0	3462440.314	60934.0331
2249	0	3409043.672	58764.42427
2250	0	3684712.891	59244.3261
2251	0	3660932.176	58797.8501
2252	0	3529215.691	58669.63407
2253	0	3435336.715	60781.9286
2254	0	3537155.483	58999.66037
2254.6	0	3630943.906	58679.04367
2255	0	3534310.94	60549.77674
2256	0	3541387.978	60753.03823
2257	0	3497205.618	59537.83836
2258	0	3658613.991	59956.86312
2259	0	3528666.135	59504.67348
2260	0	3699106.759	61035.89388
2261	0	0	62685.81858
2262	0	0	63441.52289
2263	0	0	62796.82258
2264	0	0	61786.8458
2265	0	0	63432.9633
2266	0	0	62950.39332
2267	0	3441125.71	58082.22916
2268	0	3595624.468	58560.11801
2269	0	3575228.807	60132.60737
2270	0	3652043.939	59618.93526
2271	0	3451833.509	59552.95997
2272	0	3527765.104	60408.41922
2273	0	3463908.951	59571.28918
2274	0	3700038.871	59497.9059
2275	0	3603475.418	60053.9094
2276	0	3434748.702	59118.20553
2277	0	3526534.948	59561.594
2278	0	4103699.454	60383.38473
2279	0	3848525.651	61204.20726
2280	0	3998071.23	60292.32512
2281	0	4123407.086	59207.57726
2282	0	4087243.873	58733.58077
2283	0	3871123.997	59825.91696
2284	0	3453467.273	60462.57238
2285	0	3534579.973	59884.92081
2286	0	3421375.536	58810.9868
2287	0	3570918.025	60977.76774
2288	0	3675662.985	60535.22921
2289	0	3574450.075	58934.47399
2290	0	3426926.989	58649.10181
2290.8	0	3695925.635	59984.93331
2291	0	3640249.119	59780.12574
2292	0	3599180.096	60125.26341
2293	0	3696611.94	60712.94187
2294	0	3496946.602	60513.04728
2295	0	3440962.88	58942.04537
2296	0	3468553.05	58657.76724
2297	0	3623106.869	58627.54738
2298	0	3479407.805	58608.22108
2299	0	3486048.978	60783.52709
2300	0	3594525.688	59300.11891
2301	0	3620348.104	59607.05221
2302	0	3583110.801	60138.97036
2303	0	3591426.974	60089.80392
2304	0	3649002.67	59902.25915
2305	0	3432288.05	60282.11042
2306	0	3438848.981	59518.78422
2307	0	3706569.811	60054.22377
2308	0	3637352.809	59304.75554
2309	0	3638929.099	60774.86339
2310	0	3465340.802	59971.36132
2311	0	0	61790.23523
2312	0	0	61970.62275
2313	0	0	61354.94225
2314	0	0	61838.01786
2315	0	0	62595.48203
2316	0	0	63079.7705
2317	0	0	62638.84732
2318	0	0	62722.92237
2319	0	0	61936.12718
2320	0	0	61655.90302
2321	0	0	60977.00487
2322	0	0	60772.49455
2323	0	0	61190.41338
2324	0	0	61796.95502
2325	0	0	62184.02821
2326	0	0	63404.62383
2327	0	0	61543.66599
2328	0	0	63434.35156
2329	0	0	61714.69529
2330	0	0	61528.21435
2331	0	0	63729.60674
2332	0	0	63471.35837
2333	0	0	61734.86174
2334	0	0	61673.21459
2335	0	0	61629.72877
2336	0	0	63506.27154
2337	0	0	61718.38192
2338	0	0	63649.65256
2339	0	0	63412.41818
2340	0	0	62853.56287
2341	0	0	62037.19794
2342	0	0	63161.22946
2343	0	0	62325.45435
2344	0	0	62081.86259
2345	0	0	62103.1632
2346	0	0	62851.1417
2347	0	0	62372.63522
2348	0	0	64240.00651
2349	0	0	63605.48704
2350	0	0	62980.0864
2351	0	0	63826.87183
2352	0	0	64180.93597
2353	0	0	62644.64637
2354	0	0	64590.58815
2355	0	0	63154.11234
2356	0	0	62098.2514
