WELL	DAY	QWIO	PWFO
Inj-1	2315.899902	3775	36878
Inj-1	2315.929932	3945.5	39977
Inj-1	2315.969971	3922.4	39693
Inj-1	2316.01001	3989.6	38823
Inj-1	2316.050049	3934.3	39582
Inj-1	2316.149902	3954.9	37032
Inj-1	2316.209961	3984.8	39061
Inj-1	2316.340088	3989.9	39224
Inj-1	2316.379883	3917.3	37918
Inj-1	2316.5	3759.5	36962
Inj-1	2316.560059	3961.5	39164
Inj-1	2316.709961	3707.6	37953
Inj-1	2316.77002	3929.2	39282
Inj-1	2316.899902	3693.2	37502
Inj-1	2317.23999	3686.4	37284
Inj-1	2317.280029	3954.3	39080
Inj-1	2317.370117	3729.4	40057
Inj-1	2317.429932	3797.4	38795
Inj-1	2317.590088	3837.5	37817
Inj-1	2317.659912	3718.8	37786
Inj-1	2317.820068	3896.8	39399
Inj-1	2317.870117	3739.7	39075
Inj-1	2317.909912	3894.5	38272
Inj-1	2317.959961	3735.5	39493
Inj-1	2318.01001	3710.5	38561
Inj-1	2318.050049	3791.9	38423
Inj-1	2318.179932	3701.1	37518
Inj-1	2318.25	3752.7	39218
Inj-1	2318.429932	4010.7	38019
Inj-1	2318.5	3878.7	40204
Inj-1	2318.669922	3709	38739
Inj-1	2318.75	3851.4	37358
Inj-1	2318.949951	3835.5	38051
Inj-1	2319.040039	3804.5	37682
Inj-1	2319.25	3748.5	40154
Inj-1	2319.340088	3717.5	37095
Inj-1	2319.560059	4012.6	38688
Inj-1	2319.639893	3790.5	38235
Inj-1	2319.860107	3951.3	39567
Inj-1	2319.939941	3926.3	38438
Inj-1	2320.129883	3848.7	40150
Inj-1	2320.23999	3889.1	37137
Inj-1	2320.5	3799.5	39997
Inj-1	2320.570068	3913.4	39023
Inj-1	2320.73999	3707.3	38086
Inj-1	2320.840088	3976.4	38242
Inj-1	2321.080078	3975	39850
Inj-1	2321.159912	3800.1	39365
Inj-1	2321.350098	3684.6	37399
Inj-1	2321.399902	3946.4	37308
Inj-1	2321.449951	3910.9	38235
Inj-1	2321.51001	3941.8	40160
Inj-1	2321.570068	3741.1	40309
Inj-1	2321.639893	3724.3	38342
Inj-1	2321.820068	3693.6	39373
Inj-1	2322.26001	3718.2	38360
Inj-1	2322.320068	3734	39052
Inj-1	2322.469971	3869.9	37552
Inj-1	2322.560059	3962.1	37615
Inj-1	2322.800049	3825.4	38520
Inj-1	2322.879883	3936.7	40087
Inj-1	2323.060059	3915.1	40422
Inj-1	2323.110107	4012.4	38572
Inj-1	2323.159912	3721.6	38293
Inj-1	2323.219971	3733.5	38804
Inj-1	2323.280029	3793	39177
Inj-1	2323.350098	3905.4	37273
Inj-1	2323.52002	3807.7	38976
Inj-1	2323.949951	3977.9	37949
Inj-1	2324.030029	4002.1	37560
Inj-1	2324.22998	3975	37778
Inj-1	2324.330078	3972.1	39209
Inj-1	2324.580078	3879.3	39839
Inj-1	2324.699951	3944.3	39987
Inj-1	2325	3903.3	38256
Inj-1	2325.100098	3690.6	39667
Inj-1	2325.340088	3973.5	39710
Inj-1	2325.439941	4014.3	39884
Inj-1	2325.679932	3711.2	38839
Inj-1	2325.800049	3767.3	37755
Inj-1	2326.110107	3850.1	39236
Inj-1	2326.219971	3934.3	38814
Inj-1	2326.469971	3751.1	39278
Inj-1	2326.570068	3747.3	38162
Inj-1	2326.820068	4001	39426
Inj-1	2326.879883	3800.4	39242
Inj-1	2326.949951	3793.3	37711
Inj-1	2327.030029	3794.1	40366
Inj-1	2327.110107	3794	38970
Inj-1	2327.199951	3713.3	39250
Inj-1	2327.280029	4016.7	38710
Inj-1	2327.469971	3825.7	38589
Inj-1	2327.52002	3861.7	38074
Inj-1	2327.570068	3808.9	38500
Inj-1	2327.629883	4022.9	39017
Inj-1	2327.699951	3966.9	40393
Inj-1	2327.77002	3909.9	39228
Inj-1	2327.949951	3760.9	39149
Inj-1	2328.389893	3862.9	37672
Inj-1	2328.48999	3947.5	39572
Inj-1	2328.72998	3754	38421
Inj-1	2328.860107	3850.4	38325
Inj-1	2329.189941	3855.3	38882
Inj-1	2329.310059	3715.7	40515
Inj-1	2329.590088	4004.7	40216
Inj-1	2330.280029	3972.1	39725
Inj-1	2330.409912	3745.5	37813
Inj-1	2330.719971	3830	37820
Inj-1	2330.899902	3854.2	37593
Inj-1	2330.939941	3685.9	40423
Inj-1	2330.98999	3778	39358
Inj-1	2331.050049	3752.9	39878
Inj-1	2331.110107	3841.6	39425
Inj-1	2331.169922	3877.7	40573
Inj-1	2331.330078	4008.6	39999
Inj-1	2331.719971	3685.4	38781
Inj-1	2331.889893	3846.9	38655
Inj-1	2332.320068	3948.1	37927
Inj-1	2332.419922	3753.8	39604
Inj-1	2332.540039	3966.4	40300
Inj-1	2332.649902	4032.9	38992
Inj-1	2332.73999	3794.2	37647
Inj-1	2332.840088	3696.7	37531
Inj-1	2333.110107	3947.6	39431
Inj-1	2333.27002	4018.6	39583
Inj-1	2333.669922	3832.2	39926
Inj-1	2333.76001	3793.4	38658
Inj-1	2334	3753.3	38859
Inj-1	2334.100098	3954.7	38490
Inj-1	2334.370117	3969.7	38592
Inj-1	2334.439941	3813.9	37954
Inj-1	2334.52002	3895.6	38075
Inj-1	2334.600098	3834.4	39735
Inj-1	2334.679932	3796.9	40000
Inj-1	2334.77002	3696.3	40069
Inj-1	2334.98999	4032.9	38431
Inj-1	2335.550049	3761.9	40676
Inj-1	2335.699951	3718.4	39503
Inj-1	2336.050049	3775.9	38693
Inj-1	2336.219971	3711.9	40457
Inj-1	2336.649902	3737.8	38977
Inj-1	2336.840088	3996.6	40657
Inj-1	2337.320068	3973.1	40332
Inj-1	2337.439941	3791	39320
Inj-1	2337.570068	3968.5	40665
Inj-1	2337.719971	3946.8	39606
Inj-1	2337.879883	4017.3	39936
Inj-1	2338.01001	4017.1	38274
Inj-1	2338.350098	3833.6	39279
Inj-1	2339.179932	4020.5	37812
Inj-1	2339.290039	3803	39317
Inj-1	2339.570068	3995	38887
Inj-1	2339.709961	3690	40344
Inj-1	2340.060059	3929.7	38166
Inj-1	2340.199951	3947.8	38161
Inj-1	2340.540039	3993	38355
Inj-1	2340.659912	3836.7	38374
Inj-1	2340.939941	3940.9	40246
Inj-1	2341.100098	3730.3	38514
Inj-1	2341.48999	3855.4	37874
Inj-1	2341.600098	3861.7	38642
Inj-1	2341.860107	4025.4	39746
Inj-1	2342	4030.7	38050
Inj-1	2342.340088	3917.8	39793
Inj-1	2343.199951	3905.2	40053
Inj-1	2343.300049	3915.6	38868
Inj-1	2343.530029	3951.7	37730
Inj-1	2344.100098	3727.7	40230
Inj-1	2344.199951	3864.5	38095
Inj-1	2344.449951	4008.9	39161
Inj-1	2345.070068	3956.7	38916
Inj-1	2345.189941	3811.4	39962
Inj-1	2345.48999	3855.2	40044
Inj-1	2345.679932	3724.9	39958
Inj-1	2346.149902	3911.5	38926
Inj-1	2346.27002	3719.3	39153
Inj-1	2346.370117	3854.3	38137
Inj-1	2346.48999	3938.9	39034
Inj-1	2346.620117	4012.3	39587
Inj-1	2346.72998	3754.7	37584
Inj-1	2347.01001	3848.2	37595
Inj-1	2347.209961	3809.4	37990
Inj-1	2347.689941	3953	40403
Inj-1	2347.830078	3967.5	38292
Inj-1	2348.169922	3849.7	40104
Inj-1	2349.02002	3852.1	39902
Inj-1	2349.189941	3888.5	38566
Inj-1	2349.610107	3937.9	39193
Inj-1	2349.719971	3882.3	39464
Inj-1	2349.840088	3736.5	39342
Inj-1	2349.969971	3879.2	37683
Inj-1	2350.090088	3854.2	38052
Inj-1	2350.23999	4021.4	38612
Inj-1	2350.590088	3953.7	38442
Inj-1	2350.679932	3883.5	39438
Inj-1	2350.780029	3745.7	40066
Inj-1	2350.889893	3771.1	38157
Inj-1	2351.01001	3738.3	38156
Inj-1	2351.139893	3919	40104
Inj-1	2351.469971	3735.9	39420
Inj-1	2352.290039	4028.4	39502
Inj-1	2352.48999	3972.6	40550
Inj-1	2353.01001	3835.7	37809
Inj-1	2353.23999	3857.9	37748
Inj-1	2353.820068	3746.8	39738
Inj-1	2354.02002	4024.8	40197
Inj-1	2354.52002	3822.8	39686
Inj-1	2354.699951	3998.4	38015
Inj-1	2355.139893	3701.2	40085
Inj-1	2355.360107	3911.5	39852
Inj-1	2355.899902	3821.7	37847
Inj-1	2356.040039	3931	40185
Inj-1	2356.189941	3961.8	38287
Inj-1	2356.350098	4008.8	38558
Inj-1	2356.530029	3690.2	37906
Inj-1	2356.72998	3735.2	38280
Inj-1	2356.909912	3755.4	40187
Inj-1	2357.340088	3974.2	39457
Inj-1	2358.409912	3751.1	40536
Inj-1	2358.550049	3736.1	37781
Inj-1	2358.909912	3710.1	37932
Inj-1	2359.120117	3696.7	39383
Inj-1	2359.649902	3878.6	38394
Inj-1	2359.810059	3810.9	39597
Inj-1	2360.219971	3812.6	39108
Inj-1	2360.320068	3785.4	38490
Inj-1	2360.429932	3823.3	38976
Inj-1	2360.550049	3934.7	39228
Inj-1	2360.679932	3874.6	38146
Inj-1	2360.800049	3848.8	39699
Inj-1	2361.100098	3981.5	38620
Inj-1	2361.290039	3799	37605
Inj-1	2361.790039	3702.9	39770
Inj-1	2361.879883	3959.5	37793
Inj-1	2362.120117	3759.6	38926
Inj-1	2362.709961	3908.8	37888
Inj-1	2362.860107	4007	37811
Inj-1	2362.98999	3778.1	40283
Inj-1	2363.139893	3903.7	39399
Inj-1	2363.300049	3858.1	40750
Inj-1	2363.47998	3712.3	37842
Inj-1	2363.919922	3923.4	38178
Inj-1	2364.030029	3919.8	39950
Inj-1	2364.149902	4004.1	40454
Inj-1	2364.280029	3948	39123
Inj-1	2364.429932	3981.4	38341
Inj-1	2364.590088	3925.6	40609
Inj-1	2365	3695.5	37684
Inj-1	2365.100098	3946.5	38164
Inj-1	2365.219971	3831.2	38787
Inj-1	2365.340088	4023.5	40723
Inj-1	2365.47998	3830.1	39544
Inj-1	2365.629883	4020.5	38467
Inj-1	2366	3865.8	39955
Inj-1	2366.939941	3708.8	39121
Inj-1	2367.139893	4014.6	37749
Inj-1	2367.629883	3777	39787
Inj-1	2367.889893	3707.7	39056
Inj-1	2368.530029	3728.3	39485
Inj-1	2368.75	3994.5	38877
Inj-1	2369.280029	3884.5	38850
Inj-1	2369.600098	3921.3	38086
Inj-1	2370.409912	3806.7	40712
Inj-1	2370.659912	3885.5	38013
Inj-1	2371.27002	3963.2	38860
Inj-1	2371.590088	3705.7	37869
Inj-1	2372.389893	3911.1	38043
Inj-1	2372.689941	3685.3	38122
Inj-1	2372.899902	3932.2	40475
Inj-1	2373	3846.6	39423
Inj-1	2373.25	3761.4	38097
Inj-1	2373.879883	4010.5	40746
Inj-1	2374.129883	3753.5	37686
Inj-1	2374.379883	3926.1	40625
Inj-1	2374.98999	3706.8	40779
Inj-1	2375.280029	3820	40595
Inj-1	2376.01001	3810.2	40273
Inj-1	2376.189941	3907.7	38780
Inj-1	2376.399902	3896.1	38099
Inj-1	2376.610107	3864.4	38390
Inj-1	2376.830078	3893	38720
Inj-1	2377.070068	3810.7	38917
Inj-1	2377.649902	4021.5	38689
Inj-1	2377.929932	3726.4	40198
Inj-1	2378.620117	3858.5	39815
Inj-1	2378.889893	3834.4	39915
Inj-1	2379.580078	3811.7	39976
Inj-1	2379.949951	3870.3	40653
Inj-1	2380.879883	3933.7	39512
Inj-1	2381.179932	3778.2	38801
Inj-1	2381.919922	3814.8	38941
Inj-1	2382.149902	3982.3	39594
Inj-1	2382.719971	3732.7	38423
Inj-1	2384.149902	3942.4	38146
Inj-1	2384.379883	4006.9	39526
Inj-1	2384.969971	3824.2	40596
Inj-1	2385.120117	3799.6	38306
Inj-1	2385.280029	3717.2	39562
Inj-1	2385.409912	3723.8	39219
Inj-1	2385.540039	3925.3	38879
Inj-1	2385.699951	3753.3	37924
Inj-1	2386.070068	3923.3	40113
Inj-1	2386.26001	3796.5	38049
Inj-1	2386.72998	3814.8	38143
Inj-1	2387.909912	3752.8	38315
Inj-1	2388.100098	3696	40817
Inj-1	2388.570068	3759.5	39484
Inj-1	2388.689941	3777.4	38682
Inj-1	2388.820068	3842	40016
Inj-1	2388.969971	3922	39365
Inj-1	2389.120117	3887.4	38315
Inj-1	2389.300049	3902.5	38631
Inj-1	2389.72998	3844.8	38581
Inj-1	2390.02002	3897.1	38719
Inj-1	2390.75	3784.5	37781
Inj-1	2391.179932	3756.7	40770
Inj-1	2391.48999	3933	40235
Inj-1	2392.27002	3763.4	38137
Inj-1	2394.209961	3710	39036
Inj-1	2394.530029	3811.8	39784
Inj-1	2395.340088	3927.3	38731
Inj-1	2395.75	3723.8	38227
Inj-1	2396.780029	3784.9	39448
Inj-1	2397.070068	3837	39297
Inj-1	2397.790039	4033.1	39544
Inj-1	2398.189941	3812.4	39342
Inj-1	2399.189941	3960.8	39947
Inj-1	2399.600098	3844.4	40378
Inj-1	2400.629883	3952.5	38724
Inj-1	2400.98999	3915.9	37807
Inj-1	2401.300049	3703.4	39913
Inj-1	2402.070068	3776	38336
Inj-1	2402.560059	3866.9	40400
Inj-1	2402.899902	4004	40060
Inj-1	2403	4302.1	39227
Inj-1	2403.25	4487.8	39524
Inj-1	2403.389893	4176.6	38576
Inj-1	2403.73999	4372.5	38262
Inj-1	2403.860107	4491.7	39602
Inj-1	2404.169922	4327.6	39938
Inj-1	2404.23999	4238.3	38156
Inj-1	2404.330078	4197	39021
Inj-1	2404.419922	4191	38365
Inj-1	2404.52002	4174	37876
Inj-1	2404.620117	4407.4	38217
Inj-1	2404.879883	4429.3	38044
Inj-1	2405.51001	4302	38754
Inj-1	2405.620117	4351.3	40661
Inj-1	2405.899902	4322.8	38110
Inj-1	2406.610107	4416.8	39721
Inj-1	2406.679932	4407.9	38112
Inj-1	2406.860107	4199	37921
Inj-1	2407.330078	4169.4	38282
Inj-1	2407.459961	4429	40409
Inj-1	2407.800049	4516.6	37908
Inj-1	2407.929932	4192.1	40674
Inj-1	2408.280029	4303	38428
Inj-1	2409.129883	4477.4	39736
Inj-1	2409.27002	4296.5	39584
Inj-1	2409.620117	4457.9	39961
Inj-1	2410.47998	4249.1	38647
Inj-1	2410.669922	4432.2	40099
Inj-1	2411.129883	4340.4	40955
Inj-1	2411.360107	4443.4	39992
Inj-1	2411.929932	4384.7	40453
Inj-1	2412.129883	4275.5	40982
Inj-1	2412.639893	4198.4	39236
Inj-1	2412.879883	4356.6	39527
Inj-1	2413.48999	4266.9	38422
Inj-1	2413.689941	4296.3	39343
Inj-1	2414.199951	4222.7	40074
Inj-1	2415.449951	4206.3	39867
Inj-1	2415.639893	4270.8	39646
Inj-1	2416.100098	4380.6	40217
Inj-1	2417.25	4217.1	39536
Inj-1	2417.429932	4375.8	40836
Inj-1	2417.879883	4174.9	40991
Inj-1	2419	4254	39491
Inj-1	2419.179932	4430.1	39001
Inj-1	2419.629883	4251.3	39425
Inj-1	2419.850098	4510.4	38520
Inj-1	2420.409912	4255.7	40437
Inj-1	2420.639893	4165.7	40206
Inj-1	2421.199951	4181.7	40163
Inj-1	2421.340088	4509.9	40856
Inj-1	2421.48999	4502.5	39940
Inj-1	2421.659912	4249.5	38005
Inj-1	2421.820068	4438.9	37944
Inj-1	2421.98999	4490.8	40107
Inj-1	2422.429932	4245.3	38590
Inj-1	2422.72998	4346.9	38980
Inj-1	2423.48999	4217.7	39940
Inj-1	2423.820068	4238.1	39772
Inj-1	2424.649902	4195.9	40737
Inj-1	2424.909912	4240.6	39171
Inj-1	2425.550049	4324.7	39154
Inj-1	2425.870117	4375.3	39165
Inj-1	2426.669922	4266.2	39475
Inj-1	2426.909912	4307.9	38526
Inj-1	2427.5	4294	38339
Inj-1	2427.800049	4393	39912
Inj-1	2428.540039	4464	40327
Inj-1	2428.76001	4246.6	40127
Inj-1	2429.300049	4188.7	39870
Inj-1	2429.540039	4356.2	40746
Inj-1	2430.129883	4363.7	39351
Inj-1	2430.340088	4446.8	39380
Inj-1	2430.870117	4307.4	39169
Inj-1	2432.199951	4374.1	38767
Inj-1	2432.449951	4302.9	38182
Inj-1	2433.060059	4179.4	40795
Inj-1	2433.280029	4211.2	40051
Inj-1	2433.840088	4209.5	38630
Inj-1	2433.899902	4207.3	38054
Inj-1	2434	3932.7	37559
Inj-1	2434.050049	4026.8	39249
Inj-1	2434.169922	3944.9	40924
Inj-1	2434.47998	3838.8	38597
Inj-1	2434.540039	3967.9	40154
Inj-1	2434.689941	3917.5	38310
Inj-1	2435.080078	3708.6	40768
Inj-1	2435.129883	3797	39080
Inj-1	2435.280029	3901.4	40420
Inj-1	2435.639893	3704.2	40827
Inj-1	2435.75	3983.5	38142
Inj-1	2436.030029	3687.9	37910
Inj-1	2436.709961	4001.9	37861
Inj-1	2436.77002	3756.5	39892
Inj-1	2436.919922	3820.5	38812
Inj-1	2437.280029	3927.5	38143
Inj-1	2437.389893	3683.5	39430
Inj-1	2437.669922	3943.5	39274
Inj-1	2437.780029	3980.2	38719
Inj-1	2438.060059	3816.7	38416
Inj-1	2438.77002	3894	40478
Inj-1	2438.929932	3728.6	39158
Inj-1	2439.320068	3691.9	38056
Inj-1	2440.320068	4010.6	38080
Inj-1	2440.5	3861.8	40374
Inj-1	2440.959961	3826.6	39245
Inj-1	2442.110107	3737.7	38296
Inj-1	2442.419922	3976.3	39786
Inj-1	2443.179932	3746.6	40127
Inj-1	2443.409912	3867.6	39660
Inj-1	2443.98999	3747.8	38744
Inj-1	2444.320068	3816.3	39876
Inj-1	2445.149902	3691.1	39039
Inj-1	2445.320068	3713.3	39444
Inj-1	2445.77002	3767.8	39125
Inj-1	2446.879883	3766.6	40789
Inj-1	2447.070068	3931.1	39087
Inj-1	2447.530029	3736.5	38199
Inj-1	2447.639893	3850.6	40163
Inj-1	2447.77002	3942	37839
Inj-1	2447.909912	3786.9	38401
Inj-1	2448.060059	3795.8	38445
Inj-1	2448.219971	3761.2	40730
Inj-1	2448.629883	3744.7	40118
Inj-1	2448.850098	3758.8	39328
Inj-1	2449.429932	3868.7	40432
Inj-1	2449.639893	3912.3	39078
Inj-1	2450.169922	3889.1	40290
Inj-1	2450.459961	3688.2	37942
Inj-1	2451.169922	3997	38202
Inj-1	2451.449951	3820.8	39543
Inj-1	2452.159912	3789.6	39092
Inj-1	2452.469971	3784.2	38902
Inj-1	2453.26001	3946	37780
Inj-1	2453.570068	3866.6	38354
Inj-1	2454.360107	3936	37737
Inj-1	2456.320068	4017.8	38816
Inj-1	2456.550049	3967.4	40470
Inj-1	2457.120117	4010.2	39072
Inj-1	2457.27002	3824.2	38542
Inj-1	2457.419922	3862.8	40861
Inj-1	2457.600098	3765.5	38619
Inj-1	2457.790039	3733.3	39803
Inj-1	2457.98999	3716.8	38397
Inj-1	2458.47998	3989.7	39721
Inj-1	2458.830078	3850.2	39119
Inj-1	2459.689941	4030	39723
Inj-1	2459.969971	3971.6	39274
Inj-1	2460.649902	4021.9	38406
Inj-1	2460.959961	3736.9	38876
Inj-1	2461.73999	4029.6	39909
Inj-1	2462.01001	3980.2	38868
Inj-1	2462.689941	3775.9	39965
Inj-1	2462.810059	3721.2	38518
Inj-1	2462.949951	3712.7	40869
Inj-1	2463.090088	3781.1	39675
Inj-1	2463.25	4000.6	39285
Inj-1	2463.429932	3980.5	38796
Inj-1	2463.899902	3934.8	39613
Inj-1	2464	3822.1	40600
Inj-1	2464.100098	3947.5	37813
Inj-1	2464.129883	3881.8	38870
Inj-1	2464.159912	3971.1	39494
Inj-1	2464.189941	3782.8	39576
Inj-1	2464.219971	3729.8	37768
Inj-1	2464.26001	3991.4	40518
Inj-1	2464.350098	3715.1	38625
Inj-1	2464.590088	3778.3	38910
Inj-1	2464.699951	3879.9	38742
Inj-1	2465	3865.1	39039
Inj-1	2465.110107	3782	39623
Inj-1	2465.409912	3996.8	39483
Inj-1	2466.139893	3759.5	39992
Inj-1	2466.290039	3709.3	39270
Inj-1	2466.659912	3762.2	37842
Inj-1	2466.949951	3704.4	40646
Inj-1	2467.199951	3745.5	39506
Inj-1	2467.820068	3727.4	39981
Inj-1	2467.97998	3788.2	38045
Inj-1	2468.149902	3941.9	37857
Inj-1	2468.340088	3872	38356
Inj-1	2468.550049	3973.9	40667
Inj-1	2468.77002	3900.4	39531
Inj-1	2469.320068	3984.5	39928
Inj-1	2469.719971	4000.6	39155
Inj-1	2470.070068	3873.7	38322
Inj-1	2470.969971	3696.7	39988
Inj-1	2471.189941	3746	38030
Inj-1	2471.419922	3916.3	37774
Inj-1	2471.669922	3768.4	39541
Inj-1	2471.929932	3968.6	39316
Inj-1	2472.199951	3720.3	37671
Inj-1	2472.870117	3715.6	38508
Inj-1	2474.560059	4017.1	39134
Inj-1	2475.050049	3910	38378
Inj-1	2476.27002	4014.2	39639
Inj-1	2476.800049	3827.7	39988
Inj-1	2478.129883	3983.7	37875
Inj-1	2478.600098	4020.2	38277
Inj-1	2479.77002	4031.6	40065
Inj-1	2480.25	3818	38141
Inj-1	2481.449951	3934.7	38461
Inj-1	2481.909912	3774.7	38180
Inj-1	2483.050049	3839.9	40230
Inj-1	2483.530029	3988.2	40116
Inj-1	2484.719971	3715.7	38074
Inj-1	2485.22998	3903.7	39738
Inj-1	2486.5	3749.6	38341
Inj-1	2486.969971	3992.3	38322
Inj-1	2488.149902	3691.3	37867
Inj-1	2488.76001	3718.6	37815
Inj-1	2490.280029	3956.1	40163
Inj-1	2490.679932	3875.2	38394
Inj-1	2491.679932	4026.2	39399
Inj-1	2492.199951	3837.4	40090
Inj-1	2493.5	4006.8	38004
Inj-1	2494.25	4014.7	40196
Inj-1	2494.860107	4019.8	40423
Inj-1	2495	3964.2	38050
Inj-1	2495.360107	3889.2	40302
Inj-1	2496.26001	3977.7	38169
Inj-1	2496.48999	4002.3	38234
Inj-1	2496.72998	3895.3	38775
Inj-1	2496.969971	3794.5	40055
Inj-1	2497.23999	3929.7	40578
Inj-1	2497.51001	3744.6	39591
Inj-1	2498.199951	3964.2	38613
Inj-1	2498.780029	3775.7	38495
Inj-1	2500.25	3832.6	38529
Inj-1	2500.77002	3781.2	39054
Inj-1	2502.060059	3909.9	38294
Inj-1	2502.790039	3795	39266
Inj-1	2504.590088	3740.4	39340
Inj-1	2505.030029	3789.9	38830
Inj-1	2506.110107	3806.8	40566
Inj-1	2506.780029	3970.5	40744
Inj-1	2508.459961	3882.2	40120
Inj-1	2508.879883	3743.5	40150
Inj-1	2509.330078	4029.6	40661
Inj-1	2509.790039	3967.8	38715
Inj-1	2510.280029	4003.3	39432
Inj-1	2510.600098	3980.3	39281
Inj-1	2511.399902	3786.9	40557
Inj-1	2511.879883	3907.9	40755
Inj-1	2513.060059	3732.8	39360
Inj-1	2513.350098	3695.5	40001
Inj-1	2513.659912	3878.3	40125
Inj-1	2513.98999	3722.6	39957
Inj-1	2514.330078	3862.7	39894
Inj-1	2514.679932	3936.4	38008
Inj-1	2515.580078	4032.7	40294
Inj-1	2516.209961	3841.1	40416
Inj-1	2517.780029	3851.2	40666
Inj-1	2518.110107	3814	38827
Inj-1	2518.909912	3736.9	39534
Inj-1	2520.929932	3848.9	40761
Inj-1	2521.25	3722.4	40541
Inj-1	2522.030029	4013.4	38980
Inj-1	2522.610107	3943.4	40508
Inj-1	2524.050049	3926.5	38167
Inj-1	2524.679932	3784.7	40318
Inj-1	2525.899902	3811	38886
Inj-1	2526	3733.8	39030
Inj-1	2526.25	3894	40126
Inj-1	2526.360107	3814.6	40432
Inj-1	2526.649902	3956.8	39408
Inj-1	2527.350098	3898.7	38468
Inj-1	2527.449951	3768.4	40425
Inj-1	2527.699951	3902.3	39694
Inj-1	2528.310059	3900	40208
Inj-1	2528.469971	3807.6	38746
Inj-1	2528.610107	3954.2	37693
Inj-1	2528.76001	4023.4	40625
Inj-1	2528.919922	3880.8	40209
Inj-1	2529.100098	3919.2	38517
Inj-1	2529.560059	4030.6	39752
Inj-1	2529.669922	3898.4	38541
Inj-1	2529.800049	4020.5	38884
Inj-1	2529.939941	3744.7	38344
Inj-1	2530.090088	3917.2	38226
Inj-1	2530.22998	3899.5	40331
Inj-1	2530.570068	3924.6	39521
Inj-1	2530.649902	3946.1	39466
Inj-1	2530.75	3929.4	38171
Inj-1	2530.850098	3781.8	39626
Inj-1	2530.969971	3751.8	38744
Inj-1	2531.090088	3977	39467
Inj-1	2531.409912	3959.7	38164
Inj-1	2532.199951	3735.9	40163
Inj-1	2532.389893	3991.1	40673
Inj-1	2532.870117	3931.1	37856
Inj-1	2532.98999	3902	38794
Inj-1	2533.110107	3833.3	40511
Inj-1	2533.25	3786	40149
Inj-1	2533.399902	3866.1	39267
Inj-1	2533.570068	3875.2	38202
Inj-1	2533.97998	3713	39480
Inj-1	2534.27002	3926.1	38087
Inj-1	2534.97998	3776.3	37979
Inj-1	2535.340088	3809.1	40823
Inj-1	2536.23999	3830	39190
Inj-1	2536.51001	3792.9	40572
Inj-1	2537.189941	3853.5	37921
Inj-1	2537.560059	3995.9	40560
Inj-1	2538.48999	3811.8	40136
Inj-1	2538.719971	3761.5	40259
Inj-1	2539.300049	3850.9	40665
Inj-1	2539.449951	4003.6	38115
Inj-1	2539.590088	3928	37969
Inj-1	2539.75	3739.5	40657
Inj-1	2539.929932	3983.7	39879
Inj-1	2540.129883	3735	39316
Inj-1	2540.610107	3951.7	38296
Inj-1	2540.73999	3709.2	39941
Inj-1	2540.870117	3710	38710
Inj-1	2541.02002	3893.4	38456
Inj-1	2541.179932	3898.1	40293
Inj-1	2541.360107	3703.8	40159
Inj-1	2541.820068	3795.2	38158
Inj-1	2542.939941	3745.8	39348
Inj-1	2543.159912	4013	40816
Inj-1	2543.699951	3972.2	37963
Inj-1	2545.060059	3715.4	37923
Inj-1	2545.280029	3944.4	39898
Inj-1	2545.820068	4002.1	40013
Inj-1	2547.179932	3938.8	40830
Inj-1	2547.360107	3803.9	38060
Inj-1	2547.790039	3920.4	38139
Inj-1	2548.879883	3697.7	38606
Inj-1	2549.159912	3727	37980
Inj-1	2549.850098	4000.5	37936
Inj-1	2550.100098	4005.5	38118
Inj-1	2550.709961	3927.2	38570
Inj-1	2550.949951	3968.8	38401
Inj-1	2551.550049	3770.2	39918
Inj-1	2553.060059	3789.6	40642
Inj-1	2553.389893	3754	39269
Inj-1	2554.209961	3983.5	39791
Inj-1	2554.459961	3800.6	38919
Inj-1	2555.090088	3703.3	40252
Inj-1	2556	3860.5	40305
Inj-1	2556.320068	4006.7	39023
Inj-1	2557.100098	3714.7	37867
Inj-1	2557.419922	4029.6	40393
Inj-1	2558.209961	3690.4	38467
Inj-1	2558.550049	3879.1	39428
Inj-1	2559.389893	3983.6	38172
Inj-1	2559.820068	3807	38244
Inj-1	2560.879883	3759.1	39114
Inj-1	2561.149902	4005.9	38486
Inj-1	2561.820068	4010.3	38799
Inj-1	2563.51001	3692.2	40213
Inj-1	2563.830078	3813.9	40821
Inj-1	2564.629883	3713.4	39525
Inj-1	2566.639893	3829.3	37688
Inj-1	2566.870117	3891	38907
Inj-1	2567.419922	3760.5	40330
Inj-1	2567.560059	3942.3	38919
Inj-1	2567.709961	4027	38228
Inj-1	2567.879883	3906.2	40204
Inj-1	2568.070068	3990.8	39881
Inj-1	2568.27002	3963.8	40208
Inj-1	2568.790039	3988.8	40408
Inj-1	2569.209961	3884	40888
Inj-1	2570.290039	3772.2	40405
Inj-1	2570.73999	4011.5	39446
Inj-1	2571.879883	3841	38433
Inj-1	2572.320068	4016.1	40796
Inj-1	2572.689941	3972.3	37711
Inj-1	2573.030029	3953.6	38972
Inj-1	2573.889893	3822.4	40092
Inj-1	2574.100098	3947.9	38193
Inj-1	2574.330078	3936.5	38930
Inj-1	2574.560059	3774.9	38812
Inj-1	2574.810059	3845	38073
Inj-1	2575.070068	3689.3	39484
