WELL	DAY	QLOB	QWOB	QOOB	QGOB	PWFO
Prod-3	1889.26001	2112.6	0	2100.8	480418	33646
Prod-3	1889.47998	2182	0	2152.6	462495	34511
Prod-3	1890.060059	2120.7	0	2204.9	481729	34018
Prod-3	1890.26001	2154.9	0	2098.4	449619	32048
Prod-3	1890.76001	2276.7	0	2152.1	471677	33682
Prod-3	1891.02002	2198.3	0	2226.1	453941	33772
Prod-3	1891.209961	2146.8	0	2215.6	488316	34508
Prod-3	1891.709961	2239.3	0	2144.4	450938	32073
Prod-3	1891.829956	2230.2	0	2205.6	481079	33648
Prod-3	1891.939941	2280	0	2201.9	455156	34809
Prod-3	1892.060059	2187.5	0	2215.4	483684	34863
Prod-3	1892.189941	2253.1	0	2167.2	474587	34648
Prod-3	1892.329956	2179.1	0	2190.2	475618	32446
Prod-3	1892.670044	2102.2	0	2115.9	452639	34145
Prod-3	1893.52002	2136.8	0	2153.8	458900	32925
Prod-3	1893.869995	2107.3	0	2229.7	482444	34371
Prod-3	1894.75	2097.1	0	2255.3	458227	32668
Prod-3	1894.969971	2109.5	0	2261.4	468282	34728
Prod-3	1895.530029	2259.7	0	2152.7	458728	32417
Prod-3	1895.670044	2176.6	0	2135.2	474291	33439
Prod-3	1895.819946	2205.8	0	2159.2	475978	34122
Prod-3	1895.98999	2129.2	0	2215	465824	33546
Prod-3	1896.180054	2127.3	0	2232.4	466165	34519
Prod-3	1896.380005	2162.2	0	2151.7	459076	32031
Prod-3	1896.890015	2202.8	0	2171.8	473476	32023
Prod-3	1898.180054	2139.3	0	2189.9	467718	34387
Prod-3	1898.410034	2124.8	0	2197.4	474206	34746
Prod-3	1898.97998	2190.9	0	2112.5	461934	32778
Prod-3	1899.119995	2178.1	0	2240.9	461267	32627
Prod-3	1899.280029	2212.2	0	2135.4	454025	34260
Prod-3	1899.459961	2107.2	0	2129.9	469072	34828
Prod-3	1899.630005	2251.4	0	2188.3	479135	32334
Prod-3	1899.829956	2271.1	0	2204.3	459579	32632
Prod-3	1900.310059	2194.6	0	2137.7	459687	32046
Prod-3	1901.530029	2245.6	0	2131.1	468996	33659
Prod-3	1901.719971	2272	0	2224.8	459103	34392
Prod-3	1902.199951	2129.3	0	2269.8	483049	32998
Prod-3	1902.319946	2158.6	0	2238.2	469277	33611
Prod-3	1902.459961	2179.1	0	2188.9	484376	34451
Prod-3	1902.599976	2133.4	0	2271.1	479960	33175
Prod-3	1902.76001	2189.4	0	2140.1	454822	33276
Prod-3	1902.939941	2126.3	0	2226.4	471044	33027
Prod-3	1903.380005	2251.4	0	2176.2	484898	32915
Prod-3	1903.630005	2258.4	0	2101	482735	33250
Prod-3	1904.22998	2139.6	0	2222	460709	34766
Prod-3	1904.449951	2266.9	0	2185.7	461953	34520
Prod-3	1905.02002	2202.6	0	2118.2	478633	34455
Prod-3	1905.27002	2118.6	0	2139	487826	33494
Prod-3	1905.920044	2215.3	0	2194.7	451165	33151
Prod-3	1906.140015	2099.9	0	2228.8	450243	34330
Prod-3	1906.699951	2228.4	0	2101.5	463988	32914
Prod-3	1906.969971	2206.6	0	2121.4	474687	34237
Prod-3	1907.619995	2110.5	0	2278.9	477979	34846
Prod-3	1907.880005	2115	0	2113.2	458555	34584
Prod-3	1908.51001	2152.9	0	2125.3	488110	32095
Prod-3	1908.810059	2267.3	0	2169.6	464211	32120
Prod-3	1909.540039	2153.4	0	2204	485903	34928
Prod-3	1909.910034	2242.3	0	2151.9	472265	34008
Prod-3	1910.819946	2236.1	0	2210.5	465721	32046
Prod-3	1911.050049	2236.3	0	2246.2	453615	34232
Prod-3	1911.290039	2172.4	0	2127.6	469337	33962
Prod-3	1911.51001	2239.9	0	2202.1	476054	33751
Prod-3	1911.73999	2160	0	2187.4	479269	34382
Prod-3	1911.97998	2116.9	0	2169.1	476712	34325
Prod-3	1912.579956	2271.7	0	2170.9	475696	34918
Prod-3	1912.859985	2220.1	0	2126	454217	34551
Prod-3	1913.560059	2266	0	2246.9	464686	34038
Prod-3	1913.930054	2268.6	0	2151.4	465622	32422
Prod-3	1914.849976	2140.7	0	2268.9	473311	32509
Prod-3	1915.099976	2148.9	0	2213.1	449485	33470
Prod-3	1915.73999	2262	0	2243.9	489040	33395
Prod-3	1916.079956	2222.4	0	2115.9	478564	33994
Prod-3	1916.939941	2214.3	0	2171.3	473522	32299
Prod-3	1917.900024	2225.2	0	2165.5	468372	34178
Prod-3	1918	2127.4	0	2127.4	471807	34127
Prod-3	1918.25	2178.3	0	2216.7	454590	33117
Prod-3	1918.880005	2161.7	0	2137.6	470542	32653
Prod-3	1920.439941	2152.8	0	2230.2	473057	33291
Prod-3	1920.579956	2121.5	0	2213.7	488001	32202
Prod-3	1920.930054	2219.8	0	2270.1	461196	32439
Prod-3	1921.22998	2220.4	0	2170.3	478678	34867
Prod-3	1921.97998	2104.9	0	2157.1	475976	33272
Prod-3	1922.170044	2259.4	0	2201.6	460410	34563
Prod-3	1922.380005	2176.9	0	2110.9	460666	33233
Prod-3	1922.599976	2267.6	0	2132.6	479637	33366
Prod-3	1922.829956	2184.4	0	2107.2	483986	32612
Prod-3	1923.069946	2239.7	0	2193.3	450815	32424
Prod-3	1923.670044	2254.9	0	2189.8	450684	32984
Prod-3	1923.959961	2140.4	0	2111.1	461185	34887
Prod-3	1924.689941	2262.1	0	2245.2	454418	33559
Prod-3	1924.880005	2217.2	0	2119.4	462790	34400
Prod-3	1925.079956	2170.8	0	2216.5	460418	33925
Prod-3	1925.290039	2206.3	0	2126.4	453202	33585
Prod-3	1925.51001	2226.5	0	2226.5	480411	32239
Prod-3	1925.75	2244.7	0	2242.2	460272	34148
Prod-3	1926.329956	2233.3	0	2221.8	468369	34461
Prod-3	1927.790039	2250	0	2137.7	481381	33580
Prod-3	1928.189941	2233.1	0	2105.8	457836	33525
Prod-3	1929.209961	2270.4	0	2213.9	456695	33267
Prod-3	1929.540039	2203.2	0	2194.6	456137	32235
Prod-3	1930.369995	2099.4	0	2222.4	486871	32502
Prod-3	1930.640015	2217.7	0	2250.5	462656	34053
Prod-3	1931.319946	2261.5	0	2153.7	464167	33005
Prod-3	1931.52002	2165	0	2265.2	451320	34615
Prod-3	1932.01001	2121.6	0	2268.5	450797	32954
Prod-3	1932.339966	2104.4	0	2269.1	475013	33854
Prod-3	1933.160034	2275.9	0	2233.6	450807	33957
Prod-3	1933.5	2168.9	0	2211.8	459245	32687
Prod-3	1934.349976	2127.5	0	2117.8	479017	34419
Prod-3	1936.469971	2258.1	0	2192.2	483152	33912
Prod-3	1936.77002	2204	0	2130.4	483251	34401
Prod-3	1937.51001	2098.9	0	2257.3	462479	33655
Prod-3	1937.939941	2219.1	0	2221.7	473843	33825
Prod-3	1939	2114.5	0	2223.8	454142	34540
Prod-3	1939.26001	2114.2	0	2174.1	464502	34297
Prod-3	1939.910034	2165.8	0	2253.9	482930	32708
Prod-3	1940.069946	2263.9	0	2098.8	465259	34121
Prod-3	1940.25	2266.5	0	2174.8	468215	33167
Prod-3	1940.449951	2132.6	0	2134.7	486637	32976
Prod-3	1940.660034	2185.5	0	2161.8	481266	34324
Prod-3	1940.869995	2263.7	0	2216	453002	34144
Prod-3	1941.369995	2109.3	0	2155.3	463597	33071
Prod-3	1942.650024	2226.4	0	2138.4	454030	32466
Prod-3	1943.030029	2161.8	0	2121.8	468480	33882
Prod-3	1943.97998	2214.9	0	2191.8	476230	34003
Prod-3	1944.22998	2189.3	0	2125.4	478201	34402
Prod-3	1944.849976	2114.2	0	2272.7	474938	32425
Prod-3	1946.390015	2270.9	0	2228	482634	32075
Prod-3	1946.660034	2263.6	0	2206.5	457663	32046
Prod-3	1947.319946	2135.7	0	2155.2	450322	32655
Prod-3	1947.73999	2211.4	0	2177	462730	34468
Prod-3	1948.800049	2211.6	0	2129.8	462273	34058
Prod-3	1948.900024	2165.4	0	2114.2	465920	32039
Prod-3	1949	2211.1	0	2211.1	475332	32852
Prod-3	1949.25	2218.3	0	2145.6	463835	34868
Prod-3	1949.880005	2100.6	0	2202.8	465580	32829
Prod-3	1950.050049	2126.4	0	2101.3	461364	32282
Prod-3	1950.5	2192.3	0	2219.3	458645	34878
Prod-3	1950.719971	2153.2	0	2125.3	459425	32293
Prod-3	1951.26001	2261	0	2146.5	454179	34442
Prod-3	1951.390015	2191.5	0	2156.6	482736	33584
Prod-3	1951.540039	2168.6	0	2264.4	481078	34667
Prod-3	1951.699951	2225.2	0	2169.9	461174	33495
Prod-3	1951.849976	2165.1	0	2201.9	467544	32990
Prod-3	1952.01001	2155.9	0	2212.7	460674	34088
Prod-3	1952.160034	2216.1	0	2145	449869	32758
Prod-3	1952.310059	2234.6	0	2277.7	476084	32114
Prod-3	1952.449951	2189.6	0	2185.5	488569	33974
Prod-3	1952.589966	2210.1	0	2150.1	465465	32871
Prod-3	1952.930054	2176.7	0	2271.1	466852	33454
Prod-3	1953.77002	2252.3	0	2220.8	452669	32354
Prod-3	1954.01001	2266.4	0	2245.8	462719	32427
Prod-3	1954.599976	2198.3	0	2253.9	460706	32563
Prod-3	1954.859985	2182.7	0	2149.8	464934	33873
Prod-3	1955.48999	2222.4	0	2261.4	452692	33020
Prod-3	1955.650024	2273	0	2164.9	472829	34360
Prod-3	1955.819946	2274.2	0	2209.8	458183	33601
Prod-3	1955.98999	2197.5	0	2129.7	485195	34052
Prod-3	1956.189941	2232.9	0	2171.2	464599	32626
Prod-3	1956.369995	2215.1	0	2240.9	462105	33481
Prod-3	1956.829956	2273.1	0	2279.3	449636	33443
Prod-3	1956.939941	2102.7	0	2103.4	457686	33896
Prod-3	1957.069946	2188.1	0	2103.1	451144	32655
Prod-3	1957.209961	2274.6	0	2245.4	478259	33778
Prod-3	1957.359985	2144.6	0	2113	469981	34373
Prod-3	1957.530029	2275.2	0	2098.3	470539	32357
Prod-3	1957.949951	2216.4	0	2240.9	486075	33630
Prod-3	1959	2115.5	0	2202.5	481946	33857
Prod-3	1959.26001	2179.1	0	2176	479832	34602
Prod-3	1959.910034	2111.3	0	2254.2	488455	33483
Prod-3	1960.280029	2137.3	0	2250.4	471150	32440
Prod-3	1960.369995	2169.5	0	2162.4	456199	34172
Prod-3	1960.47998	2211.1	0	2147.3	458376	32888
Prod-3	1960.589966	2154.6	0	2271.1	482046	33464
Prod-3	1960.709961	2277	0	2103.1	488070	32754
Prod-3	1960.849976	2192.9	0	2234.6	461465	34408
Prod-3	1961.189941	2167.1	0	2268.4	452016	34507
Prod-3	1961.280029	2159.1	0	2219.5	476031	34407
Prod-3	1961.369995	2103.8	0	2192.1	457399	34724
Prod-3	1961.469971	2281.9	0	2144.8	475957	33259
Prod-3	1961.589966	2237.7	0	2130.7	451713	34303
Prod-3	1961.709961	2207.6	0	2185.1	475917	33382
Prod-3	1962.02002	2158.7	0	2175.8	466768	34135
Prod-3	1962.780029	2184.9	0	2218.4	480370	33522
Prod-3	1963.150024	2166.6	0	2217.5	487217	32316
Prod-3	1964.089966	2228	0	2214.3	449632	34057
Prod-3	1964.430054	2111.3	0	2159	451195	33511
Prod-3	1965.26001	2265.9	0	2247.6	450620	33098
Prod-3	1965.670044	2262.1	0	2138.8	478373	33893
Prod-3	1966.689941	2228.5	0	2263.9	480610	32524
Prod-3	1966.959961	2109.7	0	2276.2	457051	34160
Prod-3	1967.619995	2212	0	2254.8	465778	33162
Prod-3	1967.869995	2242.5	0	2146.2	483659	34268
Prod-3	1968.48999	2221.3	0	2167.7	486937	33744
Prod-3	1968.819946	2271.1	0	2150.4	454212	33016
Prod-3	1969.650024	2186.9	0	2151.3	474722	34620
Prod-3	1969.97998	2263.7	0	2259.4	479607	34028
Prod-3	1970.810059	2233.8	0	2207.7	472542	34648
Prod-3	1971.130005	2118.7	0	2187	487191	33548
Prod-3	1971.930054	2163.9	0	2212.4	479765	33747
Prod-3	1972.319946	2282.8	0	2187.3	453425	34060
Prod-3	1973.300049	2217.2	0	2173.3	483778	33188
Prod-3	1973.560059	2108.5	0	2107.6	458425	34303
Prod-3	1974.209961	2196.9	0	2179.1	466652	34320
Prod-3	1975.829956	2137.4	0	2118.7	485338	33030
Prod-3	1976.089966	2180.8	0	2156.3	486101	33112
Prod-3	1976.75	2153.3	0	2196.4	454016	34469
Prod-3	1976.900024	2141.7	0	2265.8	468282	34030
Prod-3	1977	2222.4	0	2222.4	475916	34519
Prod-3	1977.099976	2127.4	0	2124.8	480844	33543
Prod-3	1977.359985	2203.8	0	2179.5	470478	34784
Prod-3	1977.98999	2212.9	0	2273.3	471763	34124
Prod-3	1978.209961	2191.6	0	2220.5	477453	34258
Prod-3	1978.77002	2234	0	2124.3	478247	34297
Prod-3	1979.050049	2260.3	0	2208	460043	34108
Prod-3	1979.76001	2163.3	0	2192.1	463316	32075
Prod-3	1980.030029	2226.9	0	2210.5	480517	34691
Prod-3	1980.689941	2101	0	2167.6	460379	34063
Prod-3	1980.859985	2205.9	0	2125.7	480648	33476
Prod-3	1981.030029	2199.4	0	2181.6	470011	32331
Prod-3	1981.219971	2261.7	0	2222.2	469007	33776
Prod-3	1981.400024	2233.4	0	2276.2	485122	32548
Prod-3	1981.609985	2136.3	0	2161.5	453234	34894
Prod-3	1982.130005	2233.6	0	2195	488848	34093
Prod-3	1982.469971	2099.5	0	2260.9	481078	34253
Prod-3	1983.319946	2208.2	0	2278.6	455062	34209
Prod-3	1983.660034	2209.9	0	2114.1	462190	34835
Prod-3	1984.48999	2272.9	0	2262.7	461116	34076
Prod-3	1984.869995	2166.6	0	2218.8	477570	32464
Prod-3	1985.810059	2188.3	0	2235	463121	33067
Prod-3	1986.099976	2212.5	0	2258.5	471594	32398
Prod-3	1986.829956	2216.8	0	2159	469240	34792
Prod-3	1987.209961	2138.8	0	2131	478624	32877
Prod-3	1988.170044	2223.6	0	2263.3	467466	32997
Prod-3	1988.459961	2282.7	0	2241.2	472424	34135
Prod-3	1989.199951	2119.3	0	2241.3	457819	33136
Prod-3	1991.040039	2198.3	0	2176.6	467538	34019
Prod-3	1991.359985	2246.2	0	2281	450176	34755
Prod-3	1992.150024	2146.9	0	2199.1	485086	32518
Prod-3	1992.349976	2270.3	0	2160.6	451223	34145
Prod-3	1992.569946	2174.1	0	2117.3	485681	34529
Prod-3	1992.800049	2254.3	0	2177.7	472989	34422
Prod-3	1993.040039	2176.7	0	2202.4	474220	34906
Prod-3	1993.26001	2234.3	0	2113.6	487629	32377
Prod-3	1993.829956	2124.4	0	2184.1	460306	32683
Prod-3	1994.130005	2181.6	0	2102.7	475432	32064
Prod-3	1994.890015	2120.4	0	2134.2	478520	33848
Prod-3	1995.219971	2108.5	0	2122	455669	34917
Prod-3	1996.040039	2246.4	0	2245	477211	34583
Prod-3	1996.359985	2208.1	0	2243.8	481187	32973
Prod-3	1997.180054	2245.6	0	2226.5	484557	34878
Prod-3	1997.459961	2263.4	0	2192.4	469648	34915
Prod-3	1998.189941	2128.7	0	2182.8	482322	33208
Prod-3	1998.540039	2205.3	0	2106.4	467681	33255
Prod-3	1999.439941	2188.5	0	2276.6	461330	34926
Prod-3	1999.77002	2150.8	0	2197.5	458856	33552
Prod-3	2000.579956	2182.5	0	2113.4	481215	33251
Prod-3	2000.930054	2161.8	0	2199.5	460229	32252
Prod-3	2001.790039	2199.4	0	2205.3	476305	32112
Prod-3	2002.01001	2216.5	0	2127.4	481100	33783
Prod-3	2002.23999	2258.3	0	2144.5	474761	33240
Prod-3	2002.469971	2168	0	2221.4	483754	32442
Prod-3	2002.689941	2262.8	0	2149.7	481593	33615
Prod-3	2002.910034	2103.2	0	2197.6	454339	32117
Prod-3	2003.47998	2203.1	0	2154.4	460282	33198
Prod-3	2004.890015	2275.7	0	2124	452409	34963
Prod-3	2005.180054	2177.8	0	2246.1	484320	33304
Prod-3	2005.910034	2257.3	0	2246.5	461313	33321
Prod-3	2006.119995	2240.7	0	2172.5	457184	32223
Prod-3	2006.650024	2245.6	0	2256.5	453668	33035
Prod-3	2007.900024	2255.6	0	2120.8	487399	33040
Prod-3	2008	2137.3	0	2137.3	487752	34617
Prod-3	2008.25	2245	0	2259.5	467009	33618
Prod-3	2008.380005	2226.6	0	2256.2	481214	34319
Prod-3	2008.689941	2131.3	0	2170.3	476110	32790
Prod-3	2008.800049	2113.5	0	2150.6	487826	34343
Prod-3	2009.089966	2162.9	0	2180	462783	32632
Prod-3	2009.819946	2193.5	0	2154.4	457501	34594
Prod-3	2009.920044	2215.8	0	2117.5	480533	33488
Prod-3	2010.189941	2209.8	0	2265.1	457665	34267
Prod-3	2010.329956	2194.8	0	2251.3	468566	32440
Prod-3	2010.699951	2208.5	0	2284.3	458623	34914
Prod-3	2010.880005	2133.7	0	2124.9	476019	34490
Prod-3	2011.329956	2251	0	2267.5	488543	34489
Prod-3	2011.439941	2235.3	0	2116	470749	33188
Prod-3	2011.569946	2241.7	0	2173.7	454185	32482
Prod-3	2011.709961	2195.7	0	2269	479153	33669
Prod-3	2011.859985	2226.3	0	2132.2	463232	34623
Prod-3	2011.959961	2142.8	0	2279.7	458448	33072
Prod-3	2012.22998	2239.8	0	2151.5	465906	32669
Prod-3	2012.900024	2229.9	0	2235.8	468947	34888
Prod-3	2013.099976	2144.1	0	2269.9	459609	33852
Prod-3	2013.609985	2154.6	0	2183.6	466195	34730
Prod-3	2013.77002	2223.2	0	2179.4	456319	33736
Prod-3	2014.160034	2119.7	0	2123.7	468768	32991
Prod-3	2014.400024	2113.8	0	2188.8	454281	34174
Prod-3	2015	2284.4	0	2135.8	483728	32893
Prod-3	2015.170044	2181.3	0	2112.6	472249	34874
Prod-3	2015.599976	2139	0	2252.2	479750	34181
Prod-3	2015.839966	2141.9	0	2168.1	460361	32723
Prod-3	2016.459961	2111.8	0	2149.7	483549	33763
Prod-3	2016.640015	2156.2	0	2180.8	469674	32615
Prod-3	2017.099976	2160.8	0	2242.5	490909	34782
Prod-3	2017.329956	2108.5	0	2281.5	475979	33635
Prod-3	2017.920044	2245.6	0	2230.9	486255	34936
Prod-3	2018.170044	2267.1	0	2114.1	454961	34959
Prod-3	2018.800049	2126	0	2225.7	455059	33382
Prod-3	2019.030029	2194.7	0	2219.2	453481	33889
Prod-3	2019.589966	2181.4	0	2228.6	483894	32547
Prod-3	2019.859985	2182	0	2233.1	465755	32664
Prod-3	2020.550049	2280	0	2124.5	488298	33001
Prod-3	2020.829956	2281	0	2251	475951	33652
Prod-3	2021.069946	2237.9	0	2188.7	471871	33759
Prod-3	2021.650024	2281.2	0	2231.8	470779	32838
Prod-3	2021.939941	2128.1	0	2167.6	464655	33419
Prod-3	2022.680054	2156.1	0	2151.6	468234	33317
Prod-3	2022.959961	2140.4	0	2202.6	459813	32942
Prod-3	2023.650024	2117.8	0	2173.3	485080	34115
Prod-3	2024.02002	2158.9	0	2187.5	475590	33919
Prod-3	2024.930054	2252.1	0	2271.4	458049	32786
Prod-3	2025.23999	2185.2	0	2145.4	465063	33362
Prod-3	2026	2241.6	0	2218.8	472878	33663
Prod-3	2026.349976	2219.2	0	2256.7	454588	32314
Prod-3	2027.209961	2105.5	0	2125.5	482923	34532
Prod-3	2027.430054	2120.2	0	2125	476341	33126
Prod-3	2027.650024	2215.5	0	2140.1	479344	34164
Prod-3	2027.890015	2220.7	0	2140.5	467390	32251
Prod-3	2028.140015	2125.6	0	2183.9	462213	34856
Prod-3	2028.400024	2210.8	0	2236.2	463957	33386
Prod-3	2029.060059	2121.1	0	2270.2	473290	33589
Prod-3	2029.459961	2117.8	0	2118.2	455541	33506
Prod-3	2030.449951	2269.9	0	2170.6	481878	32727
Prod-3	2030.790039	2157.5	0	2190.3	469033	32465
Prod-3	2031.650024	2176.6	0	2237.3	471433	32815
Prod-3	2031.859985	2200.6	0	2217.9	465320	32553
Prod-3	2032.089966	2141	0	2173	490072	34790
Prod-3	2032.319946	2150	0	2144.2	458861	32180
Prod-3	2032.560059	2127.4	0	2130.7	451190	32902
Prod-3	2032.819946	2107.4	0	2138.6	453392	34514
Prod-3	2033.449951	2255.2	0	2103.7	466850	33189
Prod-3	2035.030029	2217.2	0	2234.6	490063	34057
Prod-3	2035.400024	2102.4	0	2151.2	476611	34736
Prod-3	2036.319946	2146	0	2189.9	470187	34114
Prod-3	2036.689941	2246.9	0	2147.5	483509	32446
Prod-3	2037.630005	2245.5	0	2127.7	468350	34620
Prod-3	2038	2198.6	0	2198.6	452136	33146
Prod-3	2038.930054	2191.6	0	2181.5	478371	32126
Prod-3	2039.160034	2158.7	0	2236.9	486000	33924
Prod-3	2039.410034	2195.1	0	2111.7	482222	32348
Prod-3	2039.660034	2248.5	0	2257	451077	34619
Prod-3	2039.930054	2258.1	0	2270.9	484949	33259
Prod-3	2040.180054	2266	0	2247.1	489077	33720
Prod-3	2040.800049	2121.7	0	2209.6	487046	32982
Prod-3	2041.219971	2171	0	2264.9	472059	33419
Prod-3	2042.280029	2240.6	0	2121.5	485565	34299
Prod-3	2042.599976	2154	0	2214.7	460923	32122
Prod-3	2043.420044	2220.6	0	2207.8	465292	32321
Prod-3	2043.780029	2153.6	0	2215.3	458135	32268
Prod-3	2044.699951	2271.6	0	2254.6	489708	32526
Prod-3	2045.01001	2128.2	0	2188.9	457002	32790
Prod-3	2045.77002	2144.4	0	2256.7	477592	34724
Prod-3	2045.959961	2283.4	0	2139.7	482859	33458
Prod-3	2046.180054	2266.9	0	2266	479521	32519
Prod-3	2046.400024	2158.1	0	2241.2	460607	33889
Prod-3	2046.630005	2161.9	0	2212.5	460197	34088
Prod-3	2046.880005	2107.6	0	2236.6	456367	32287
Prod-3	2047.48999	2220.9	0	2158.2	456836	33200
Prod-3	2049.02002	2158.4	0	2233.6	490228	32954
Prod-3	2049.350098	2177.7	0	2111	455285	32295
Prod-3	2050.169922	2269.2	0	2276.8	464347	33554
Prod-3	2050.580078	2103.2	0	2104.5	459174	33147
Prod-3	2051.610107	2110	0	2168.8	458391	32050
Prod-3	2052.02002	2107.4	0	2131.7	481453	34526
Prod-3	2053.050049	2185.7	0	2180.6	458463	32738
Prod-3	2053.469971	2131.6	0	2133.6	457630	33652
Prod-3	2054.48999	2179.4	0	2275.9	478058	33548
Prod-3	2055.01001	2192	0	2125.4	452312	34470
Prod-3	2055.139893	2253.9	0	2205.6	460659	34789
Prod-3	2055.280029	2141.6	0	2279.4	464183	34833
Prod-3	2055.439941	2167.3	0	2136.3	482220	34777
Prod-3	2055.610107	2120.2	0	2240.1	450542	34042
Prod-3	2055.800049	2158.3	0	2185	470916	33248
Prod-3	2056.27002	2212	0	2168.5	469504	34512
Prod-3	2057.459961	2243.5	0	2260.5	462398	33686
Prod-3	2058.070068	2144.3	0	2280.6	477821	32333
Prod-3	2059.580078	2133	0	2152.4	455917	34704
Prod-3	2060.060059	2244.4	0	2242.3	484285	34664
Prod-3	2061.25	2267.6	0	2206.6	486395	33964
Prod-3	2061.879883	2217.1	0	2211.8	475275	33434
Prod-3	2062.409912	2142.5	0	2099.2	453830	32433
Prod-3	2063.73999	2201.3	0	2246.1	474151	34469
Prod-3	2067.050049	2276.9	0	2209.5	450019	34825
Prod-3	2067.47998	2136.3	0	2156.6	450704	32373
Prod-3	2067.870117	2259.6	0	2230.1	485595	33722
Prod-3	2068.850098	2206.1	0	2127.4	478440	33377
Prod-3	2068.899902	2214.3	0	2190.3	456491	32597
Prod-3	2069	2188.2	0	2188.2	437853	33833
Prod-3	2069.25	2268.7	0	2229.4	458901	32225
Prod-3	2069.310059	2180.6	0	2215.8	472637	33273
Prod-3	2069.379883	2233.7	0	2172	461342	34333
Prod-3	2069.459961	2109.3	0	2207.9	476193	32070
Prod-3	2069.540039	2129	0	2228.7	477435	34088
Prod-3	2069.610107	2261.8	0	2221.6	480045	33628
Prod-3	2069.77002	2206.6	0	2115.7	467186	33709
Prod-3	2070.169922	2240.9	0	2248.1	481160	33471
Prod-3	2070.23999	2243.6	0	2197.6	475829	33208
Prod-3	2070.389893	2254.1	0	2210.8	456891	34108
Prod-3	2070.790039	2216.6	0	2124.4	477832	32242
Prod-3	2070.870117	2134.8	0	2226.8	463682	34681
Prod-3	2071.080078	2156.7	0	2126.2	456765	32749
Prod-3	2071.179932	2242.5	0	2184.8	457865	32566
Prod-3	2071.439941	2247.3	0	2097.7	453908	32447
Prod-3	2072.080078	2107.6	0	2216.5	483181	32350
Prod-3	2072.169922	2199.9	0	2213.9	456787	32664
Prod-3	2072.370117	2103.7	0	2229.6	455766	33662
Prod-3	2072.879883	2266.8	0	2167.3	455992	33476
Prod-3	2072.959961	2167.2	0	2252	462661	33861
Prod-3	2073.149902	2118.9	0	2101	466398	33747
Prod-3	2073.629883	2109.3	0	2241.3	472001	33554
Prod-3	2073.72998	2124.3	0	2155.5	453504	34297
Prod-3	2073.97998	2143.7	0	2274.7	461253	32536
Prod-3	2074.600098	2233.7	0	2232	459589	34148
Prod-3	2074.709961	2221.7	0	2117.2	464174	34433
Prod-3	2074.97998	2130.5	0	2107.2	450674	34775
Prod-3	2075.100098	2163.3	0	2126.1	479358	33997
Prod-3	2075.389893	2106.5	0	2175.3	458291	33233
Prod-3	2075.550049	2253.9	0	2107.4	456842	34588
Prod-3	2075.949951	2128	0	2181.8	484958	32800
Prod-3	2076.070068	2259.8	0	2148.4	469132	34272
Prod-3	2076.389893	2197.6	0	2223.5	450300	33051
Prod-3	2076.570068	2158.6	0	2205.3	480854	34244
Prod-3	2077.030029	2203.7	0	2176.3	482546	34242
Prod-3	2077.189941	2168.6	0	2270.1	477155	33512
Prod-3	2077.580078	2188.2	0	2202.6	452011	32496
Prod-3	2077.75	2153.2	0	2208.7	455192	34703
Prod-3	2078.169922	2271.4	0	2106.5	462216	34866
Prod-3	2078.379883	2176.8	0	2243.7	479975	34530
Prod-3	2078.899902	2100.4	0	2147.8	451459	32799
Prod-3	2079.030029	2097.8	0	2107.6	470352	32211
Prod-3	2079.169922	2180.9	0	2178.1	451162	34037
Prod-3	2079.280029	2159.3	0	2221.9	488184	32593
Prod-3	2079.389893	2123.1	0	2213.2	455657	34419
Prod-3	2079.51001	2228.1	0	2260.2	471941	34196
Prod-3	2079.820068	2155.8	0	2180.9	467737	32682
Prod-3	2080.590088	2180.3	0	2194.7	485114	34779
Prod-3	2080.800049	2234.3	0	2243.6	469456	34019
Prod-3	2081.320068	2264.7	0	2273.5	456044	34473
Prod-3	2081.580078	2216.8	0	2223.1	483113	34622
Prod-3	2082.22998	2251.1	0	2095.7	479032	32056
Prod-3	2082.439941	2219.5	0	2240.3	471652	34813
Prod-3	2082.949951	2142.2	0	2218.5	482948	33647
Prod-3	2083.080078	2277.2	0	2159.8	469097	32464
Prod-3	2083.219971	2254.3	0	2268.2	475994	33580
Prod-3	2083.370117	2151.2	0	2155.2	468262	33885
Prod-3	2083.530029	2184.8	0	2177.2	489154	33791
Prod-3	2083.699951	2155.4	0	2255.7	465694	32830
Prod-3	2084.139893	2186.9	0	2206.1	462314	34562
Prod-3	2085.23999	2225.4	0	2208.5	478321	33757
Prod-3	2085.449951	2137.4	0	2268.8	476712	34615
Prod-3	2085.969971	2228.3	0	2166.7	471755	32226
Prod-3	2086.120117	2268.6	0	2184	467857	33522
Prod-3	2086.48999	2219.8	0	2122.7	460716	33294
Prod-3	2086.669922	2235.4	0	2254.7	457517	32871
Prod-3	2087.129883	2215.8	0	2096.7	462146	33614
Prod-3	2088.280029	2276.1	0	2199	464502	33401
Prod-3	2088.459961	2131.7	0	2101.3	463879	33218
Prod-3	2088.919922	2171.4	0	2105.3	465263	33828
Prod-3	2089.030029	2197.1	0	2106.4	479712	34747
Prod-3	2089.149902	2139.2	0	2097.8	450128	32853
Prod-3	2089.280029	2109.8	0	2215.5	482002	33688
Prod-3	2089.419922	2182.4	0	2201.1	464458	33837
Prod-3	2089.580078	2158.9	0	2196.3	459655	33037
